channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-60.0,-54.0,-112.0,-81.0,-38.0,-62.0,-40.0,-73.0,-73.0,-100.0,0.0
-47.0,-45.0,-99.0,-67.0,-57.0,-71.0,-52.0,-86.0,-73.0,-74.0,0.0
-33.0,-8.0,-66.0,-20.0,-43.0,-60.0,-43.0,-71.0,-63.0,-94.0,0.0
-7.0,24.0,-39.0,-3.0,-29.0,-47.0,-45.0,-61.0,-52.0,-74.0,0.0
30.0,22.0,-6.0,8.0,-9.0,-54.0,-54.0,-73.0,-70.0,-3.0,0.0
59.0,-20.0,13.0,26.0,18.0,-47.0,-53.0,-83.0,-91.0,84.0,0.0
68.0,-53.0,21.0,29.0,19.0,-30.0,-40.0,-73.0,-87.0,185.0,0.0
63.0,-34.0,35.0,41.0,32.0,6.0,2.0,-15.0,-41.0,146.0,0.0
62.0,65.0,77.0,78.0,66.0,63.0,74.0,86.0,48.0,-87.0,0.0
37.0,149.0,114.0,85.0,76.0,123.0,125.0,153.0,111.0,-280.0,0.0
8.0,143.0,120.0,64.0,47.0,115.0,103.0,139.0,93.0,-134.0,0.0
-21.0,128.0,120.0,45.0,19.0,90.0,65.0,107.0,62.0,128.0,0.0
-49.0,109.0,128.0,32.0,5.0,103.0,57.0,93.0,74.0,154.0,0.0
-81.0,50.0,105.0,20.0,1.0,98.0,53.0,73.0,69.0,-7.0,0.0
-94.0,-5.0,77.0,9.0,16.0,62.0,32.0,43.0,44.0,-85.0,0.0
-72.0,-27.0,53.0,16.0,43.0,26.0,-2.0,10.0,12.0,-99.0,0.0
-25.0,-28.0,39.0,17.0,30.0,3.0,-31.0,-11.0,-28.0,-88.0,0.0
49.0,0.0,64.0,16.0,14.0,-18.0,-44.0,-21.0,-41.0,-23.0,0.0
89.0,35.0,79.0,3.0,8.0,-34.0,-43.0,-19.0,-32.0,2.0,0.0
64.0,44.0,75.0,8.0,1.0,-34.0,-42.0,-25.0,-26.0,-34.0,0.0
38.0,30.0,69.0,23.0,16.0,-40.0,-33.0,-30.0,-14.0,-34.0,0.0
34.0,21.0,51.0,21.0,4.0,-28.0,-18.0,-16.0,7.0,9.0,0.0
24.0,9.0,0.0,-7.0,-29.0,-14.0,-20.0,-16.0,9.0,21.0,0.0
21.0,10.0,-26.0,-22.0,-42.0,-26.0,-25.0,-23.0,2.0,-9.0,0.0
7.0,1.0,-39.0,-27.0,-29.0,-17.0,-10.0,-14.0,6.0,-17.0,0.0
-4.0,-32.0,-63.0,-31.0,-22.0,0.0,3.0,-19.0,-10.0,-23.0,0.0
2.0,-48.0,-69.0,-36.0,-28.0,3.0,-12.0,-31.0,-30.0,-42.0,0.0
13.0,-44.0,-62.0,-37.0,-13.0,2.0,-20.0,-15.0,-21.0,-23.0,0.0
41.0,-38.0,-52.0,-33.0,26.0,23.0,-11.0,0.0,-13.0,19.0,0.0
59.0,-11.0,-11.0,-21.0,42.0,34.0,-1.0,25.0,7.0,131.0,0.0
67.0,-11.0,17.0,-1.0,50.0,28.0,10.0,22.0,28.0,175.0,0.0
51.0,-33.0,12.0,-4.0,30.0,22.0,10.0,9.0,36.0,99.0,0.0
41.0,-35.0,-18.0,-12.0,10.0,23.0,16.0,-2.0,17.0,32.0,0.0
15.0,-41.0,-37.0,4.0,2.0,11.0,0.0,-10.0,-7.0,-3.0,0.0
-16.0,-70.0,-19.0,13.0,-1.0,0.0,3.0,-12.0,-13.0,-20.0,0.0
-57.0,-79.0,1.0,24.0,9.0,10.0,2.0,-12.0,-1.0,-23.0,0.0
-93.0,-60.0,14.0,15.0,0.0,7.0,9.0,-13.0,-13.0,-32.0,0.0
-118.0,-52.0,14.0,9.0,-15.0,11.0,8.0,-20.0,-47.0,-40.0,0.0
