channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
13.0,18.0,-13.0,17.0,9.0,21.0,6.0,4.0,-40.0,-7.0,0.0
21.0,23.0,-11.0,24.0,17.0,11.0,11.0,8.0,-36.0,-5.0,0.0
23.0,28.0,4.0,33.0,12.0,12.0,7.0,-2.0,-41.0,-5.0,0.0
20.0,40.0,9.0,39.0,0.0,5.0,-3.0,-16.0,-42.0,-14.0,0.0
7.0,36.0,18.0,50.0,-1.0,0.0,-16.0,-25.0,-39.0,-29.0,0.0
12.0,33.0,14.0,47.0,-1.0,2.0,-8.0,-26.0,-30.0,-15.0,0.0
26.0,25.0,1.0,28.0,3.0,2.0,-6.0,-16.0,-20.0,10.0,0.0
3.0,-1.0,-4.0,21.0,12.0,9.0,-1.0,-10.0,-22.0,5.0,0.0
-34.0,-17.0,-8.0,12.0,11.0,4.0,-3.0,-14.0,-24.0,-5.0,0.0
-29.0,-23.0,-16.0,-20.0,11.0,0.0,-9.0,-20.0,-11.0,-9.0,0.0
-13.0,-5.0,6.0,-11.0,19.0,-4.0,-7.0,-16.0,-15.0,-26.0,0.0
-21.0,8.0,45.0,35.0,30.0,-7.0,0.0,-14.0,-17.0,-45.0,0.0
-20.0,21.0,60.0,51.0,36.0,-3.0,12.0,-4.0,2.0,-39.0,0.0
-9.0,25.0,28.0,51.0,35.0,12.0,23.0,2.0,-4.0,-24.0,0.0
-8.0,14.0,-6.0,47.0,31.0,19.0,18.0,-9.0,-34.0,-38.0,0.0
-9.0,2.0,-18.0,53.0,41.0,35.0,10.0,-12.0,-48.0,-39.0,0.0
-3.0,4.0,-3.0,85.0,62.0,53.0,1.0,-15.0,-40.0,-7.0,0.0
3.0,1.0,-6.0,67.0,59.0,42.0,-10.0,-23.0,-41.0,25.0,0.0
0.0,0.0,-15.0,40.0,41.0,25.0,-11.0,-32.0,-49.0,26.0,0.0
-7.0,-1.0,-23.0,18.0,22.0,7.0,-14.0,-28.0,-35.0,15.0,0.0
5.0,-1.0,-24.0,0.0,7.0,0.0,-17.0,-25.0,0.0,25.0,0.0
20.0,12.0,-18.0,-11.0,1.0,-1.0,-13.0,-18.0,44.0,31.0,0.0
33.0,19.0,-22.0,-24.0,3.0,2.0,-5.0,-9.0,62.0,29.0,0.0
42.0,39.0,-22.0,22.0,-2.0,12.0,4.0,0.0,46.0,14.0,0.0
28.0,35.0,2.0,63.0,-1.0,11.0,12.0,6.0,34.0,5.0,0.0
12.0,30.0,4.0,55.0,10.0,9.0,4.0,7.0,21.0,-6.0,0.0
17.0,26.0,5.0,39.0,12.0,12.0,1.0,14.0,2.0,0.0,0.0
23.0,12.0,0.0,-6.0,8.0,6.0,8.0,21.0,-19.0,-12.0,0.0
27.0,0.0,-21.0,-53.0,-2.0,-7.0,19.0,31.0,-22.0,-22.0,0.0
44.0,18.0,-33.0,-61.0,-24.0,-17.0,17.0,25.0,1.0,13.0,0.0
55.0,28.0,-16.0,-60.0,-35.0,-12.0,16.0,8.0,16.0,47.0,0.0
37.0,27.0,-4.0,-73.0,-45.0,-9.0,11.0,9.0,16.0,32.0,0.0
33.0,23.0,-16.0,-72.0,-41.0,-18.0,10.0,20.0,33.0,25.0,0.0
34.0,15.0,-14.0,-55.0,-34.0,-23.0,-6.0,20.0,53.0,39.0,0.0
35.0,44.0,18.0,-18.0,-33.0,-8.0,-8.0,14.0,55.0,72.0,0.0
17.0,44.0,49.0,11.0,-18.0,-6.0,5.0,9.0,29.0,79.0,0.0
-10.0,28.0,43.0,16.0,-14.0,-17.0,2.0,5.0,1.0,62.0,0.0
-37.0,22.0,29.0,25.0,-19.0,-28.0,-9.0,0.0,-12.0,29.0,0.0
-45.0,12.0,27.0,10.0,-19.0,-36.0,-16.0,-10.0,-23.0,-3.0,0.0
-52.0,5.0,0.0,-7.0,-17.0,-24.0,-6.0,-4.0,-29.0,-13.0,0.0
-45.0,-7.0,-26.0,-11.0,-18.0,-24.0,5.0,4.0,-16.0,-12.0,0.0
-29.0,-22.0,-64.0,-15.0,-17.0,-19.0,15.0,21.0,-9.0,-9.0,0.0
-34.0,-24.0,-75.0,-25.0,-16.0,-1.0,32.0,25.0,-14.0,-23.0,0.0
-32.0,-11.0,-45.0,-30.0,-9.0,1.0,43.0,15.0,-26.0,-31.0,0.0
-3.0,10.0,26.0,-17.0,7.0,12.0,44.0,-4.0,-31.0,-16.0,0.0
31.0,38.0,81.0,2.0,27.0,14.0,22.0,-20.0,-18.0,42.0,0.0
0.0,21.0,90.0,11.0,37.0,15.0,23.0,-28.0,-32.0,29.0,0.0
-25.0,16.0,67.0,10.0,36.0,22.0,30.0,-23.0,-57.0,-8.0,0.0
-39.0,8.0,37.0,19.0,32.0,18.0,14.0,-25.0,-70.0,-24.0,0.0
-64.0,-18.0,16.0,32.0,34.0,-1.0,-10.0,-44.0,-74.0,-36.0,0.0
-83.0,-48.0,-11.0,55.0,33.0,-11.0,-31.0,-65.0,-74.0,-40.0,0.0
-99.0,-85.0,-62.0,48.0,34.0,-15.0,-25.0,-63.0,-51.0,-36.0,0.0
-96.0,-92.0,-78.0,37.0,29.0,0.0,-6.0,-72.0,-23.0,-37.0,0.0
-80.0,-76.0,-52.0,47.0,27.0,14.0,-4.0,-66.0,2.0,-33.0,0.0
-70.0,-63.0,-32.0,54.0,49.0,30.0,20.0,-47.0,17.0,-33.0,0.0
-35.0,-27.0,-22.0,30.0,41.0,39.0,40.0,-1.0,55.0,-2.0,0.0
26.0,21.0,-4.0,-14.0,-17.0,1.0,39.0,32.0,89.0,38.0,0.0
49.0,54.0,-9.0,-70.0,-50.0,-26.0,40.0,33.0,65.0,38.0,0.0
61.0,83.0,-26.0,-97.0,-48.0,-20.0,43.0,20.0,27.0,17.0,0.0
61.0,88.0,-34.0,-79.0,-34.0,-26.0,30.0,8.0,-8.0,26.0,0.0
55.0,84.0,-38.0,-48.0,-15.0,0.0,33.0,-10.0,-8.0,36.0,0.0
51.0,78.0,-37.0,-29.0,0.0,5.0,44.0,-23.0,3.0,46.0,0.0
65.0,82.0,-20.0,-23.0,0.0,-21.0,29.0,-10.0,13.0,48.0,0.0
68.0,76.0,-14.0,-6.0,3.0,-24.0,17.0,5.0,6.0,52.0,0.0
36.0,42.0,-17.0,-13.0,6.0,-12.0,25.0,3.0,-3.0,31.0,0.0
21.0,24.0,-7.0,-4.0,1.0,-6.0,36.0,3.0,-14.0,18.0,0.0
39.0,25.0,4.0,3.0,4.0,3.0,25.0,9.0,0.0,50.0,0.0
19.0,21.0,8.0,-2.0,24.0,6.0,8.0,-6.0,8.0,54.0,0.0
-2.0,20.0,4.0,17.0,29.0,11.0,5.0,-12.0,-18.0,3.0,0.0
20.0,13.0,-1.0,31.0,16.0,4.0,3.0,-19.0,-29.0,-11.0,0.0
37.0,-9.0,-11.0,24.0,6.0,-1.0,0.0,-22.0,-23.0,0.0,0.0
42.0,-17.0,-2.0,14.0,-7.0,-15.0,4.0,-14.0,-2.0,5.0,0.0
33.0,-10.0,23.0,19.0,-12.0,-9.0,2.0,-9.0,0.0,-19.0,0.0
-5.0,-11.0,36.0,17.0,-14.0,19.0,15.0,-16.0,-19.0,-48.0,0.0
-56.0,-52.0,3.0,-7.0,-12.0,22.0,15.0,-7.0,-30.0,-53.0,0.0
-78.0,-69.0,-13.0,-40.0,-18.0,11.0,2.0,-16.0,-16.0,-16.0,0.0
-78.0,-79.0,-24.0,-77.0,-24.0,-8.0,-16.0,-20.0,-17.0,8.0,0.0
-75.0,-70.0,-30.0,-60.0,-25.0,-15.0,-12.0,-22.0,-13.0,-4.0,0.0
-63.0,-54.0,-36.0,-25.0,-19.0,-9.0,-14.0,-8.0,-1.0,-27.0,0.0
-51.0,-38.0,-34.0,-13.0,-14.0,-6.0,-8.0,-4.0,21.0,-30.0,0.0
-39.0,-25.0,-13.0,-2.0,-8.0,-8.0,-3.0,-7.0,58.0,-21.0,0.0
-48.0,-30.0,0.0,-11.0,-12.0,-2.0,-10.0,-6.0,54.0,-45.0,0.0
-55.0,-28.0,9.0,-5.0,-9.0,1.0,-14.0,0.0,34.0,-50.0,0.0
-69.0,-44.0,5.0,12.0,4.0,13.0,-20.0,-1.0,8.0,-11.0,0.0
-76.0,-58.0,-9.0,22.0,15.0,19.0,-23.0,-17.0,0.0,0.0,0.0
-65.0,-54.0,-20.0,24.0,15.0,20.0,-14.0,-5.0,-16.0,-3.0,0.0
-63.0,-52.0,-30.0,18.0,14.0,28.0,-5.0,-4.0,-39.0,-9.0,0.0
-50.0,-43.0,-33.0,18.0,8.0,32.0,4.0,-15.0,-44.0,-8.0,0.0
-34.0,-24.0,-23.0,12.0,-9.0,13.0,20.0,-10.0,-24.0,3.0,0.0
-29.0,-1.0,2.0,14.0,-12.0,11.0,14.0,5.0,0.0,22.0,0.0
-17.0,2.0,25.0,27.0,-6.0,17.0,-9.0,20.0,4.0,34.0,0.0
-1.0,0.0,44.0,13.0,-14.0,6.0,-2.0,29.0,10.0,39.0,0.0
9.0,6.0,19.0,-15.0,-21.0,-2.0,7.0,40.0,19.0,38.0,0.0
19.0,7.0,-36.0,-30.0,-16.0,0.0,1.0,42.0,30.0,37.0,0.0
14.0,9.0,-21.0,-34.0,-7.0,-3.0,-8.0,37.0,33.0,34.0,0.0
2.0,5.0,10.0,-46.0,-16.0,-6.0,-14.0,27.0,19.0,31.0,0.0
-4.0,16.0,0.0,-35.0,-25.0,-11.0,0.0,19.0,6.0,27.0,0.0
-8.0,11.0,-48.0,-33.0,-15.0,2.0,27.0,24.0,-4.0,14.0,0.0
-11.0,0.0,-89.0,-21.0,-9.0,1.0,32.0,22.0,2.0,3.0,0.0
-31.0,-26.0,-37.0,27.0,-7.0,-4.0,4.0,8.0,-2.0,-10.0,0.0
-43.0,-27.0,-3.0,41.0,0.0,0.0,-13.0,-9.0,-21.0,-28.0,1.0
-38.0,-22.0,-20.0,21.0,-3.0,8.0,-8.0,-9.0,-2.0,-32.0,1.0
-40.0,-18.0,-34.0,7.0,1.0,0.0,-21.0,-14.0,21.0,-43.0,1.0
-34.0,-13.0,-29.0,7.0,8.0,0.0,-20.0,-23.0,38.0,-32.0,1.0
-9.0,-10.0,-33.0,13.0,10.0,3.0,-6.0,-21.0,36.0,-16.0,1.0
-6.0,-2.0,-33.0,9.0,11.0,12.0,10.0,-5.0,32.0,-18.0,1.0
-9.0,8.0,-30.0,1.0,8.0,20.0,17.0,7.0,26.0,-18.0,1.0
8.0,32.0,-22.0,-2.0,1.0,27.0,40.0,22.0,9.0,-9.0,1.0
38.0,49.0,-4.0,33.0,-4.0,16.0,56.0,34.0,-2.0,5.0,1.0
46.0,37.0,-4.0,55.0,2.0,0.0,47.0,25.0,-8.0,-1.0,1.0
28.0,18.0,-8.0,32.0,9.0,-10.0,50.0,17.0,4.0,-18.0,1.0
11.0,16.0,-12.0,18.0,-4.0,-14.0,46.0,7.0,5.0,-19.0,1.0
12.0,15.0,-19.0,20.0,-5.0,-18.0,25.0,-2.0,15.0,-14.0,1.0
22.0,9.0,-5.0,23.0,0.0,-30.0,14.0,-9.0,30.0,-13.0,1.0
25.0,4.0,13.0,8.0,6.0,-21.0,26.0,1.0,24.0,3.0,1.0
28.0,1.0,6.0,-17.0,13.0,-18.0,20.0,4.0,25.0,9.0,1.0
15.0,8.0,5.0,-57.0,-7.0,-23.0,28.0,1.0,27.0,4.0,1.0
13.0,19.0,20.0,-72.0,-21.0,-23.0,30.0,-6.0,15.0,-4.0,1.0
36.0,34.0,33.0,-67.0,-22.0,-24.0,18.0,-15.0,17.0,2.0,0.0
60.0,48.0,18.0,-76.0,-24.0,-21.0,20.0,-15.0,25.0,20.0,0.0
60.0,43.0,-11.0,-76.0,-17.0,-4.0,23.0,-9.0,33.0,30.0,0.0
68.0,34.0,-10.0,-62.0,-7.0,3.0,15.0,-12.0,23.0,45.0,0.0
43.0,28.0,5.0,-37.0,7.0,2.0,4.0,-21.0,10.0,30.0,0.0
26.0,26.0,21.0,1.0,5.0,0.0,-7.0,-22.0,-6.0,9.0,0.0
3.0,17.0,36.0,27.0,7.0,9.0,-14.0,-20.0,-28.0,-2.0,0.0
4.0,1.0,30.0,17.0,9.0,24.0,-1.0,-20.0,-33.0,-14.0,0.0
9.0,-12.0,17.0,14.0,12.0,25.0,9.0,-10.0,-28.0,-7.0,0.0
12.0,7.0,18.0,7.0,10.0,6.0,3.0,-15.0,-8.0,18.0,0.0
8.0,3.0,8.0,3.0,8.0,0.0,6.0,-22.0,-1.0,29.0,0.0
11.0,-4.0,3.0,11.0,17.0,15.0,23.0,-5.0,-13.0,12.0,0.0
16.0,0.0,-13.0,0.0,13.0,11.0,16.0,14.0,-7.0,17.0,0.0
-2.0,-31.0,-26.0,-19.0,-3.0,6.0,26.0,30.0,5.0,16.0,0.0
-44.0,-58.0,-29.0,-26.0,-15.0,9.0,46.0,43.0,11.0,3.0,0.0
-52.0,-38.0,-32.0,-37.0,-29.0,13.0,44.0,52.0,10.0,7.0,0.0
-40.0,-33.0,-31.0,-23.0,-29.0,20.0,28.0,38.0,-1.0,11.0,0.0
-57.0,-48.0,-27.0,-13.0,-14.0,22.0,0.0,22.0,-6.0,0.0,0.0
-60.0,-37.0,-27.0,-7.0,-3.0,7.0,0.0,13.0,17.0,-17.0,0.0
-42.0,-35.0,-24.0,8.0,-8.0,6.0,-11.0,6.0,58.0,-21.0,0.0
-27.0,-24.0,-11.0,11.0,-11.0,6.0,-25.0,11.0,64.0,-21.0,0.0
-26.0,-16.0,-12.0,19.0,-3.0,6.0,-10.0,20.0,53.0,-33.0,0.0
