channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
36.0,3.0,-3.0,6.0,-15.0,-14.0,14.0,-16.0,-13.0,-5.0,0.0
15.0,-1.0,-4.0,8.0,1.0,3.0,13.0,-5.0,-11.0,-38.0,0.0
-2.0,0.0,-7.0,0.0,13.0,9.0,13.0,-6.0,-8.0,-52.0,0.0
-12.0,-3.0,5.0,5.0,16.0,16.0,20.0,-21.0,-19.0,-43.0,0.0
-17.0,-15.0,15.0,14.0,15.0,10.0,14.0,-24.0,-28.0,-43.0,0.0
-25.0,-25.0,15.0,-3.0,28.0,3.0,25.0,-22.0,-14.0,-38.0,0.0
-41.0,-32.0,23.0,-4.0,41.0,20.0,37.0,-20.0,10.0,-24.0,0.0
-49.0,-31.0,13.0,2.0,46.0,24.0,42.0,-15.0,25.0,-6.0,0.0
-47.0,-34.0,1.0,-18.0,36.0,5.0,31.0,-12.0,19.0,17.0,0.0
-22.0,-24.0,-8.0,-54.0,9.0,-18.0,6.0,-27.0,3.0,13.0,0.0
15.0,7.0,-7.0,-63.0,-7.0,-35.0,-6.0,-47.0,0.0,17.0,0.0
38.0,33.0,6.0,-67.0,-6.0,-46.0,-13.0,-48.0,8.0,33.0,0.0
42.0,37.0,5.0,-55.0,-5.0,-31.0,-8.0,-36.0,13.0,27.0,0.0
61.0,33.0,22.0,-39.0,-19.0,-20.0,-12.0,-24.0,11.0,19.0,0.0
66.0,34.0,48.0,-23.0,-18.0,-19.0,-11.0,-18.0,18.0,19.0,0.0
56.0,30.0,45.0,-23.0,-17.0,-16.0,-2.0,-12.0,11.0,17.0,0.0
51.0,29.0,44.0,-25.0,-11.0,-12.0,-14.0,-13.0,3.0,22.0,0.0
21.0,25.0,8.0,-11.0,4.0,0.0,-14.0,-7.0,-1.0,35.0,0.0
2.0,14.0,-66.0,-6.0,22.0,19.0,14.0,25.0,25.0,48.0,0.0
0.0,-8.0,-130.0,-19.0,27.0,41.0,44.0,53.0,50.0,56.0,0.0
-13.0,-10.0,-93.0,-13.0,27.0,43.0,35.0,38.0,23.0,38.0,0.0
-25.0,9.0,-42.0,-16.0,32.0,39.0,25.0,16.0,12.0,16.0,0.0
-47.0,17.0,-25.0,-14.0,40.0,49.0,17.0,10.0,20.0,-10.0,0.0
-47.0,10.0,-24.0,-6.0,32.0,56.0,40.0,-7.0,13.0,-22.0,0.0
-50.0,-2.0,-16.0,-10.0,15.0,53.0,38.0,-1.0,9.0,-29.0,0.0
-59.0,-3.0,-16.0,-21.0,-5.0,50.0,22.0,4.0,3.0,-23.0,0.0
-46.0,-8.0,-26.0,-28.0,-19.0,36.0,35.0,6.0,14.0,-16.0,0.0
-20.0,3.0,-57.0,-31.0,-25.0,11.0,15.0,7.0,5.0,-2.0,0.0
-4.0,0.0,-58.0,-31.0,-30.0,4.0,11.0,13.0,2.0,7.0,0.0
-9.0,-12.0,-58.0,-33.0,-30.0,12.0,9.0,17.0,16.0,6.0,0.0
-14.0,-24.0,-56.0,-40.0,-34.0,3.0,1.0,13.0,12.0,1.0,0.0
-16.0,-36.0,-35.0,-14.0,-35.0,-18.0,-7.0,1.0,5.0,-1.0,0.0
-17.0,-45.0,2.0,21.0,-35.0,-33.0,-13.0,6.0,-12.0,-5.0,0.0
-4.0,-31.0,11.0,27.0,-29.0,-35.0,-1.0,17.0,-23.0,5.0,0.0
20.0,-13.0,11.0,15.0,-23.0,-32.0,10.0,-2.0,-1.0,27.0,0.0
26.0,-13.0,20.0,3.0,-24.0,-27.0,7.0,-17.0,12.0,25.0,0.0
35.0,-5.0,16.0,11.0,-31.0,-25.0,-11.0,-13.0,-4.0,22.0,0.0
33.0,-1.0,29.0,22.0,-28.0,-13.0,-22.0,-26.0,-13.0,27.0,0.0
30.0,5.0,33.0,33.0,-16.0,-1.0,-23.0,-41.0,-17.0,26.0,0.0
18.0,11.0,20.0,36.0,-9.0,18.0,-25.0,-31.0,-12.0,22.0,0.0
-11.0,-4.0,-3.0,25.0,0.0,30.0,-5.0,-17.0,-14.0,8.0,0.0
-47.0,-19.0,0.0,1.0,10.0,35.0,2.0,2.0,-20.0,-13.0,0.0
-72.0,-39.0,0.0,-8.0,32.0,44.0,16.0,19.0,-13.0,-36.0,0.0
-81.0,-45.0,-9.0,-8.0,31.0,33.0,16.0,19.0,-7.0,-27.0,0.0
-61.0,-40.0,-12.0,-8.0,26.0,24.0,24.0,23.0,-8.0,-11.0,0.0
-41.0,-31.0,-4.0,-4.0,13.0,7.0,19.0,26.0,6.0,-6.0,0.0
-29.0,-9.0,-11.0,-11.0,0.0,-3.0,4.0,23.0,7.0,-7.0,0.0
-24.0,-1.0,1.0,-10.0,-7.0,4.0,11.0,28.0,12.0,0.0,0.0
-15.0,-15.0,17.0,-9.0,-6.0,6.0,9.0,41.0,1.0,4.0,0.0
7.0,-11.0,17.0,5.0,-13.0,0.0,11.0,36.0,-3.0,3.0,0.0
22.0,-23.0,0.0,13.0,0.0,5.0,-7.0,23.0,-2.0,1.0,0.0
19.0,-22.0,-15.0,22.0,9.0,10.0,-6.0,5.0,-9.0,1.0,0.0
24.0,-14.0,-18.0,24.0,8.0,3.0,-22.0,-9.0,-12.0,-2.0,0.0
32.0,-11.0,-15.0,23.0,0.0,2.0,-24.0,-12.0,-13.0,-3.0,0.0
37.0,7.0,-13.0,32.0,-2.0,-2.0,-35.0,-11.0,-7.0,-4.0,0.0
22.0,4.0,-6.0,30.0,6.0,-8.0,-41.0,-8.0,0.0,-12.0,0.0
-4.0,-8.0,1.0,31.0,11.0,-8.0,-23.0,-2.0,-3.0,-17.0,0.0
-12.0,-5.0,-2.0,13.0,12.0,6.0,-21.0,7.0,-9.0,-3.0,0.0
