channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
15.0,42.0,17.0,-21.0,-27.0,-39.0,-8.0,-10.0,0.0,11.0,0.0
17.0,34.0,28.0,-29.0,-38.0,-47.0,3.0,2.0,9.0,18.0,0.0
23.0,33.0,47.0,-27.0,-35.0,-49.0,2.0,9.0,28.0,26.0,0.0
28.0,36.0,52.0,-16.0,-25.0,-50.0,4.0,3.0,25.0,22.0,0.0
42.0,56.0,42.0,-29.0,-27.0,-51.0,10.0,0.0,13.0,33.0,0.0
67.0,54.0,32.0,-67.0,-38.0,-50.0,17.0,-2.0,8.0,32.0,0.0
49.0,30.0,11.0,-81.0,-39.0,-31.0,41.0,12.0,11.0,21.0,0.0
-3.0,-1.0,-1.0,-56.0,-21.0,-4.0,44.0,36.0,0.0,5.0,0.0
-16.0,-15.0,-8.0,-49.0,-15.0,16.0,40.0,28.0,-21.0,-11.0,0.0
-12.0,-2.0,8.0,-40.0,-2.0,30.0,26.0,12.0,-24.0,-17.0,0.0
-11.0,10.0,28.0,-22.0,7.0,44.0,4.0,5.0,-24.0,-21.0,0.0
-25.0,0.0,28.0,0.0,19.0,59.0,3.0,-5.0,-21.0,-37.0,0.0
-33.0,-23.0,20.0,4.0,37.0,64.0,8.0,-10.0,-31.0,-43.0,0.0
-43.0,-26.0,6.0,2.0,39.0,62.0,22.0,-3.0,-26.0,-40.0,0.0
-43.0,-34.0,2.0,-11.0,25.0,60.0,29.0,2.0,-19.0,-20.0,0.0
-28.0,-19.0,8.0,-6.0,9.0,49.0,32.0,-1.0,-8.0,-6.0,0.0
-15.0,-3.0,21.0,0.0,0.0,37.0,36.0,7.0,15.0,0.0,0.0
-23.0,-1.0,18.0,-6.0,5.0,34.0,38.0,8.0,8.0,5.0,0.0
-5.0,3.0,10.0,-14.0,-1.0,14.0,43.0,4.0,10.0,4.0,0.0
6.0,10.0,5.0,-16.0,-1.0,0.0,44.0,-2.0,22.0,-3.0,0.0
-2.0,13.0,0.0,-14.0,1.0,-16.0,50.0,3.0,13.0,-7.0,0.0
-6.0,11.0,5.0,-1.0,0.0,-17.0,44.0,1.0,4.0,0.0,0.0
1.0,-1.0,8.0,-4.0,-3.0,-19.0,37.0,-12.0,9.0,6.0,0.0
21.0,-4.0,-7.0,-17.0,-8.0,-17.0,20.0,-7.0,16.0,12.0,0.0
23.0,-17.0,-21.0,-16.0,0.0,-8.0,4.0,2.0,18.0,24.0,0.0
1.0,-35.0,8.0,-8.0,-4.0,-12.0,-22.0,-18.0,-1.0,1.0,0.0
-16.0,-43.0,63.0,13.0,-5.0,-6.0,-36.0,-47.0,-17.0,-21.0,0.0
-30.0,-32.0,75.0,36.0,1.0,7.0,-24.0,-50.0,-12.0,-2.0,0.0
-23.0,-14.0,67.0,42.0,1.0,19.0,-21.0,-42.0,-4.0,12.0,0.0
-17.0,-12.0,41.0,26.0,9.0,23.0,-17.0,-40.0,-2.0,13.0,0.0
-15.0,-18.0,13.0,27.0,16.0,29.0,-30.0,-40.0,-3.0,23.0,0.0
-15.0,-26.0,-6.0,24.0,17.0,37.0,-17.0,-35.0,-1.0,25.0,0.0
-1.0,-14.0,-41.0,-4.0,7.0,43.0,-2.0,-25.0,8.0,42.0,0.0
21.0,-19.0,-75.0,-35.0,-2.0,38.0,18.0,-3.0,24.0,57.0,0.0
24.0,-26.0,-86.0,-47.0,-3.0,19.0,30.0,13.0,41.0,50.0,0.0
16.0,-24.0,-76.0,-49.0,-6.0,9.0,22.0,24.0,43.0,45.0,0.0
6.0,-18.0,-45.0,-29.0,-10.0,-14.0,8.0,23.0,23.0,43.0,0.0
12.0,0.0,10.0,-11.0,-8.0,-40.0,3.0,7.0,0.0,21.0,0.0
10.0,20.0,45.0,5.0,-14.0,-46.0,-7.0,-7.0,-1.0,5.0,0.0
-9.0,12.0,36.0,1.0,-13.0,-37.0,-8.0,-14.0,11.0,-1.0,0.0
-11.0,6.0,15.0,-25.0,-9.0,-30.0,1.0,-24.0,18.0,14.0,0.0
-16.0,4.0,14.0,-25.0,4.0,-14.0,13.0,-21.0,18.0,14.0,0.0
-16.0,5.0,20.0,1.0,3.0,-4.0,11.0,-16.0,10.0,-1.0,0.0
-16.0,7.0,16.0,25.0,3.0,-2.0,4.0,-28.0,2.0,-5.0,0.0
-3.0,10.0,9.0,11.0,22.0,6.0,-4.0,-25.0,4.0,4.0,0.0
-6.0,0.0,-4.0,17.0,30.0,28.0,-9.0,-13.0,10.0,13.0,0.0
-31.0,-25.0,-9.0,37.0,49.0,52.0,-11.0,-5.0,-1.0,25.0,0.0
-38.0,-13.0,1.0,46.0,58.0,51.0,-2.0,0.0,-5.0,9.0,0.0
-12.0,-3.0,-9.0,40.0,50.0,41.0,1.0,-5.0,0.0,-1.0,0.0
3.0,0.0,-20.0,28.0,41.0,39.0,6.0,2.0,0.0,16.0,0.0
2.0,1.0,-26.0,18.0,38.0,22.0,15.0,10.0,1.0,8.0,0.0
-5.0,-18.0,-26.0,-7.0,20.0,3.0,15.0,15.0,6.0,8.0,0.0
-9.0,-22.0,-23.0,-11.0,7.0,-6.0,26.0,16.0,20.0,19.0,0.0
-5.0,-5.0,-11.0,-6.0,-1.0,-24.0,34.0,11.0,27.0,25.0,0.0
0.0,-7.0,20.0,-5.0,2.0,-27.0,20.0,4.0,23.0,21.0,0.0
-1.0,-6.0,8.0,-6.0,0.0,-32.0,13.0,5.0,18.0,23.0,0.0
11.0,-11.0,24.0,-3.0,-6.0,-21.0,9.0,-6.0,14.0,24.0,0.0
14.0,-8.0,31.0,11.0,-6.0,-10.0,7.0,-18.0,9.0,23.0,0.0
21.0,6.0,27.0,6.0,-12.0,-13.0,-12.0,-22.0,-1.0,15.0,0.0
23.0,5.0,8.0,1.0,-19.0,-12.0,-19.0,-10.0,3.0,9.0,0.0
20.0,9.0,-28.0,2.0,-13.0,-2.0,-10.0,-11.0,13.0,-1.0,0.0
14.0,-2.0,-60.0,3.0,2.0,20.0,-7.0,-16.0,14.0,-5.0,0.0
7.0,-9.0,-51.0,8.0,14.0,26.0,-11.0,-19.0,3.0,-13.0,0.0
2.0,-15.0,-4.0,18.0,12.0,27.0,-15.0,-26.0,-7.0,-13.0,0.0
0.0,0.0,23.0,28.0,15.0,42.0,-3.0,-8.0,-8.0,-13.0,0.0
-2.0,18.0,33.0,21.0,19.0,40.0,-4.0,0.0,-11.0,-16.0,0.0
2.0,12.0,8.0,16.0,7.0,19.0,-6.0,0.0,-5.0,-3.0,0.0
6.0,-8.0,-14.0,-3.0,3.0,-1.0,-1.0,0.0,0.0,-9.0,0.0
9.0,-18.0,-26.0,-27.0,-4.0,-21.0,5.0,5.0,19.0,-2.0,0.0
12.0,-8.0,-40.0,-46.0,-14.0,-33.0,0.0,7.0,33.0,9.0,0.0
17.0,-5.0,-45.0,-56.0,-25.0,-45.0,12.0,12.0,40.0,22.0,0.0
18.0,-2.0,-35.0,-52.0,-31.0,-46.0,16.0,16.0,40.0,27.0,0.0
22.0,-6.0,-21.0,-28.0,-19.0,-28.0,8.0,23.0,36.0,18.0,0.0
20.0,12.0,-5.0,0.0,-14.0,-26.0,-10.0,15.0,33.0,12.0,0.0
18.0,18.0,10.0,15.0,-16.0,-25.0,-16.0,6.0,34.0,9.0,0.0
20.0,27.0,12.0,6.0,-12.0,-8.0,-17.0,3.0,27.0,9.0,0.0
3.0,20.0,2.0,12.0,-8.0,3.0,-17.0,1.0,19.0,4.0,0.0
-22.0,19.0,2.0,24.0,0.0,20.0,-14.0,3.0,4.0,-10.0,0.0
-38.0,14.0,21.0,31.0,9.0,40.0,-16.0,0.0,-13.0,-21.0,0.0
-50.0,-2.0,22.0,38.0,7.0,37.0,-22.0,3.0,-19.0,-34.0,0.0
-46.0,-7.0,9.0,35.0,-1.0,42.0,-8.0,13.0,-14.0,-48.0,0.0
-42.0,-19.0,5.0,34.0,3.0,42.0,5.0,15.0,-17.0,-30.0,0.0
-26.0,-7.0,4.0,28.0,8.0,30.0,-18.0,9.0,-21.0,-11.0,0.0
-3.0,9.0,-8.0,18.0,23.0,8.0,-37.0,2.0,-22.0,0.0,0.0
24.0,13.0,-17.0,12.0,28.0,-10.0,-30.0,-1.0,-12.0,11.0,0.0
29.0,16.0,-19.0,-5.0,32.0,-32.0,-25.0,0.0,1.0,18.0,0.0
28.0,22.0,-9.0,2.0,17.0,-46.0,-21.0,6.0,6.0,21.0,0.0
23.0,15.0,-7.0,14.0,4.0,-54.0,-15.0,12.0,4.0,12.0,0.0
19.0,10.0,-22.0,11.0,-6.0,-55.0,-10.0,16.0,9.0,14.0,0.0
10.0,14.0,-27.0,14.0,-18.0,-46.0,-1.0,9.0,3.0,6.0,0.0
6.0,15.0,-19.0,13.0,-26.0,-35.0,0.0,7.0,1.0,2.0,0.0
4.0,15.0,-5.0,24.0,-13.0,-25.0,-8.0,1.0,3.0,-3.0,0.0
-6.0,13.0,0.0,36.0,0.0,-23.0,-26.0,-6.0,-11.0,-7.0,0.0
-12.0,4.0,6.0,49.0,10.0,-2.0,-16.0,-1.0,-19.0,-25.0,0.0
-26.0,-5.0,8.0,60.0,20.0,25.0,-4.0,0.0,-21.0,-31.0,0.0
-42.0,1.0,16.0,79.0,28.0,53.0,3.0,0.0,-25.0,-27.0,0.0
-51.0,-5.0,30.0,79.0,39.0,70.0,13.0,9.0,-30.0,-29.0,0.0
-41.0,-2.0,27.0,78.0,44.0,73.0,25.0,18.0,-29.0,-25.0,0.0
-25.0,5.0,31.0,68.0,38.0,53.0,13.0,11.0,-42.0,-28.0,0.0
-16.0,4.0,20.0,40.0,23.0,30.0,11.0,9.0,-30.0,-22.0,0.0
-13.0,1.0,-13.0,0.0,-3.0,8.0,18.0,23.0,-14.0,-10.0,1.0
-18.0,-6.0,-28.0,-13.0,1.0,0.0,18.0,15.0,-15.0,-7.0,1.0
-30.0,-19.0,-34.0,-3.0,10.0,4.0,23.0,11.0,-4.0,-26.0,1.0
-22.0,-31.0,-21.0,-13.0,-2.0,-6.0,32.0,26.0,1.0,-27.0,1.0
5.0,-24.0,-14.0,-28.0,-13.0,-18.0,23.0,31.0,3.0,0.0,1.0
44.0,-2.0,-8.0,-34.0,-28.0,-30.0,3.0,16.0,1.0,6.0,1.0
39.0,2.0,-13.0,-30.0,-22.0,-35.0,-21.0,-9.0,-11.0,-4.0,1.0
14.0,-6.0,-12.0,-19.0,-13.0,-20.0,-25.0,-21.0,-21.0,-14.0,1.0
13.0,-17.0,-23.0,-30.0,-20.0,-17.0,-16.0,-23.0,-22.0,-21.0,1.0
14.0,-19.0,-40.0,-33.0,-31.0,-11.0,-33.0,-27.0,-10.0,-27.0,1.0
0.0,-12.0,-27.0,-22.0,-20.0,4.0,-36.0,-33.0,-4.0,-18.0,1.0
-15.0,-20.0,-17.0,-9.0,-7.0,25.0,-23.0,-18.0,-5.0,-22.0,1.0
-12.0,-19.0,-3.0,5.0,2.0,34.0,-25.0,-15.0,-6.0,-22.0,1.0
8.0,-15.0,3.0,7.0,3.0,46.0,-35.0,-20.0,-12.0,-6.0,1.0
17.0,-3.0,28.0,-7.0,0.0,40.0,-35.0,-26.0,-10.0,11.0,1.0
23.0,12.0,42.0,-16.0,-9.0,33.0,-24.0,-28.0,1.0,14.0,1.0
25.0,22.0,33.0,-32.0,-20.0,14.0,-35.0,-22.0,9.0,15.0,1.0
24.0,25.0,12.0,-31.0,-21.0,-3.0,-31.0,-23.0,5.0,4.0,1.0
