channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-44.0,-45.0,-17.0,-12.0,-4.0,26.0,-34.0,2.0,-103.0,-80.0,0.0
-23.0,-45.0,-6.0,-44.0,-1.0,20.0,-23.0,-5.0,-102.0,-70.0,0.0
43.0,2.0,21.0,-13.0,9.0,19.0,-36.0,-22.0,-85.0,10.0,0.0
83.0,10.0,29.0,5.0,3.0,16.0,-48.0,-33.0,-85.0,32.0,0.0
55.0,31.0,12.0,11.0,-3.0,26.0,-32.0,-26.0,-93.0,7.0,0.0
10.0,48.0,-71.0,-4.0,-6.0,24.0,-39.0,-27.0,-92.0,-16.0,0.0
-8.0,19.0,-55.0,-4.0,-13.0,13.0,-54.0,-25.0,-85.0,-25.0,0.0
0.0,-1.0,-3.0,-2.0,-24.0,11.0,-42.0,-17.0,-57.0,-25.0,0.0
-9.0,-2.0,4.0,-1.0,-17.0,0.0,-23.0,-19.0,-62.0,-32.0,0.0
-32.0,-6.0,-9.0,-6.0,-17.0,-8.0,-10.0,-21.0,-79.0,-34.0,0.0
-27.0,-3.0,1.0,3.0,-23.0,-9.0,-10.0,-10.0,-72.0,-28.0,0.0
-32.0,3.0,15.0,-1.0,-34.0,-1.0,-7.0,-17.0,-66.0,-46.0,0.0
-51.0,-15.0,4.0,-19.0,-40.0,-1.0,-4.0,-24.0,-70.0,-51.0,0.0
-32.0,-29.0,15.0,-5.0,-27.0,-2.0,-4.0,-22.0,-30.0,-14.0,0.0
17.0,-24.0,21.0,0.0,-35.0,-20.0,-19.0,-11.0,2.0,51.0,0.0
36.0,-20.0,-37.0,-5.0,-38.0,-20.0,-18.0,2.0,19.0,57.0,0.0
30.0,-14.0,-9.0,-8.0,-25.0,-15.0,-24.0,3.0,33.0,41.0,0.0
20.0,-4.0,25.0,6.0,-15.0,-19.0,-33.0,-8.0,19.0,28.0,0.0
4.0,21.0,22.0,25.0,-11.0,-10.0,-32.0,-8.0,38.0,21.0,0.0
0.0,29.0,-24.0,27.0,-15.0,1.0,-14.0,-4.0,52.0,2.0,0.0
4.0,37.0,-75.0,26.0,-28.0,12.0,-18.0,7.0,62.0,0.0,0.0
-2.0,44.0,12.0,24.0,-28.0,15.0,-3.0,9.0,52.0,4.0,0.0
