channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-42.0,-42.0,37.0,52.0,23.0,15.0,-10.0,5.0,41.0,5.0,0.0
-55.0,-39.0,52.0,65.0,38.0,8.0,-37.0,-16.0,0.0,-10.0,0.0
-87.0,-26.0,60.0,71.0,30.0,-11.0,-41.0,-31.0,-10.0,-25.0,0.0
-84.0,-18.0,68.0,65.0,22.0,-4.0,-35.0,-29.0,-9.0,-37.0,0.0
-81.0,-19.0,76.0,58.0,29.0,-2.0,-17.0,-24.0,-16.0,-50.0,0.0
-60.0,-41.0,66.0,51.0,23.0,2.0,10.0,0.0,10.0,-11.0,0.0
-35.0,-69.0,35.0,30.0,15.0,11.0,44.0,28.0,31.0,15.0,0.0
-8.0,-62.0,5.0,13.0,23.0,9.0,29.0,32.0,20.0,20.0,0.0
0.0,-47.0,-83.0,-2.0,33.0,10.0,19.0,23.0,11.0,21.0,0.0
-8.0,-30.0,-74.0,-7.0,39.0,6.0,19.0,12.0,-1.0,22.0,0.0
-9.0,-24.0,12.0,0.0,45.0,7.0,35.0,13.0,-7.0,14.0,0.0
0.0,-17.0,22.0,-4.0,42.0,12.0,47.0,9.0,-21.0,7.0,0.0
-10.0,-9.0,22.0,-13.0,30.0,13.0,24.0,3.0,-21.0,2.0,0.0
-11.0,-7.0,14.0,-9.0,18.0,10.0,23.0,-2.0,-21.0,-2.0,0.0
-1.0,-20.0,15.0,-14.0,12.0,8.0,21.0,3.0,-20.0,-7.0,0.0
6.0,-5.0,10.0,-13.0,3.0,1.0,16.0,5.0,-7.0,11.0,0.0
3.0,7.0,-9.0,-10.0,2.0,6.0,9.0,2.0,8.0,10.0,0.0
11.0,-1.0,-33.0,-8.0,3.0,22.0,-13.0,10.0,29.0,9.0,0.0
16.0,5.0,17.0,-17.0,-2.0,12.0,-33.0,1.0,30.0,9.0,0.0
20.0,39.0,27.0,-15.0,-2.0,6.0,-28.0,-5.0,33.0,15.0,0.0
33.0,52.0,25.0,-1.0,0.0,12.0,-7.0,-1.0,46.0,17.0,0.0
39.0,61.0,29.0,3.0,1.0,11.0,20.0,-5.0,55.0,12.0,0.0
63.0,67.0,35.0,-5.0,-2.0,7.0,21.0,-16.0,49.0,11.0,0.0
105.0,69.0,30.0,-17.0,-19.0,-1.0,-22.0,-12.0,25.0,31.0,0.0
133.0,55.0,10.0,-10.0,-17.0,1.0,-31.0,-7.0,11.0,43.0,0.0
174.0,34.0,1.0,6.0,-7.0,7.0,-31.0,-14.0,9.0,23.0,0.0
214.0,60.0,-2.0,-2.0,-17.0,6.0,-46.0,-12.0,-3.0,3.0,0.0
219.0,91.0,-3.0,-21.0,-32.0,4.0,-45.0,-20.0,-12.0,-13.0,0.0
200.0,124.0,-4.0,-26.0,-38.0,-1.0,-36.0,-20.0,-9.0,-18.0,0.0
154.0,115.0,-74.0,-24.0,-36.0,15.0,-18.0,11.0,30.0,28.0,0.0
63.0,47.0,-73.0,1.0,-18.0,37.0,10.0,35.0,46.0,34.0,0.0
-5.0,23.0,-44.0,23.0,-10.0,33.0,18.0,21.0,25.0,-4.0,0.0
-68.0,20.0,30.0,4.0,-6.0,5.0,-9.0,1.0,-16.0,-43.0,0.0
-107.0,13.0,31.0,4.0,5.0,1.0,-19.0,-1.0,-38.0,-56.0,0.0
-59.0,62.0,30.0,16.0,6.0,7.0,-28.0,-1.0,-35.0,-52.0,0.0
22.0,132.0,74.0,19.0,0.0,-5.0,-23.0,-10.0,-56.0,-58.0,0.0
85.0,178.0,85.0,15.0,-5.0,-10.0,-23.0,-26.0,-67.0,-79.0,0.0
148.0,217.0,56.0,-7.0,-13.0,-14.0,-35.0,-40.0,-106.0,-88.0,0.0
184.0,184.0,20.0,-38.0,-24.0,-10.0,-57.0,-46.0,-110.0,-64.0,0.0
138.0,90.0,-5.0,-55.0,-49.0,-22.0,-76.0,-30.0,-66.0,-2.0,0.0
-39.0,-84.0,-51.0,-54.0,-60.0,-35.0,-51.0,-1.0,2.0,86.0,0.0
-209.0,-209.0,-60.0,-45.0,-49.0,-17.0,-13.0,35.0,49.0,92.0,0.0
-332.0,-200.0,6.0,6.0,-8.0,18.0,37.0,44.0,24.0,-18.0,0.0
-328.0,-195.0,3.0,28.0,7.0,56.0,59.0,57.0,32.0,-43.0,0.0
-240.0,-191.0,-27.0,19.0,1.0,46.0,56.0,70.0,65.0,8.0,0.0
-166.0,-185.0,-40.0,8.0,0.0,34.0,56.0,82.0,90.0,48.0,0.0
-178.0,-161.0,-32.0,14.0,-10.0,32.0,31.0,59.0,60.0,5.0,0.0
-158.0,-101.0,3.0,34.0,5.0,16.0,15.0,30.0,28.0,-38.0,0.0
-87.0,-17.0,31.0,41.0,26.0,19.0,13.0,23.0,35.0,-50.0,0.0
-37.0,-14.0,-55.0,43.0,32.0,37.0,25.0,30.0,48.0,-14.0,0.0
-14.0,-3.0,-59.0,34.0,23.0,37.0,37.0,40.0,52.0,19.0,0.0
-35.0,-2.0,41.0,33.0,12.0,18.0,16.0,32.0,45.0,49.0,0.0
-70.0,-46.0,54.0,38.0,-6.0,-6.0,0.0,16.0,45.0,61.0,0.0
-138.0,-102.0,48.0,42.0,-11.0,-20.0,-15.0,21.0,24.0,29.0,0.0
-146.0,-159.0,6.0,30.0,-1.0,-18.0,-14.0,38.0,22.0,10.0,0.0
-124.0,-174.0,-12.0,14.0,0.0,-4.0,17.0,35.0,11.0,4.0,0.0
-88.0,-123.0,6.0,13.0,1.0,4.0,38.0,31.0,0.0,-3.0,0.0
-54.0,-78.0,25.0,21.0,-6.0,7.0,4.0,28.0,-1.0,-12.0,0.0
-26.0,-50.0,-2.0,17.0,-8.0,-2.0,-15.0,12.0,-15.0,-7.0,0.0
-16.0,-15.0,-70.0,12.0,-8.0,-9.0,-21.0,11.0,-22.0,2.0,0.0
-19.0,2.0,-6.0,7.0,-13.0,-9.0,-20.0,12.0,-24.0,8.0,0.0
-6.0,6.0,-19.0,6.0,-18.0,-6.0,-29.0,9.0,-28.0,9.0,0.0
1.0,7.0,20.0,-6.0,-18.0,0.0,-36.0,-3.0,-46.0,9.0,0.0
11.0,2.0,43.0,-9.0,-11.0,-6.0,-35.0,-9.0,-46.0,-1.0,0.0
8.0,14.0,50.0,-11.0,-7.0,-20.0,-25.0,-8.0,-45.0,1.0,0.0
7.0,21.0,40.0,-19.0,-3.0,-23.0,-28.0,-3.0,-46.0,-6.0,0.0
17.0,30.0,32.0,-19.0,-9.0,-14.0,-23.0,0.0,-47.0,4.0,0.0
27.0,22.0,31.0,-9.0,-14.0,-9.0,-22.0,6.0,-48.0,11.0,0.0
44.0,27.0,9.0,-7.0,-9.0,-9.0,-22.0,5.0,-35.0,-3.0,0.0
46.0,27.0,-27.0,1.0,-8.0,-5.0,-1.0,-2.0,-16.0,3.0,0.0
44.0,47.0,-91.0,0.0,-14.0,-1.0,15.0,10.0,-4.0,24.0,0.0
57.0,68.0,-41.0,-12.0,-6.0,-11.0,36.0,13.0,13.0,28.0,0.0
63.0,50.0,23.0,-13.0,-2.0,-2.0,62.0,9.0,29.0,23.0,0.0
70.0,29.0,16.0,-5.0,-8.0,-3.0,74.0,12.0,37.0,22.0,0.0
65.0,36.0,11.0,-14.0,-7.0,0.0,76.0,12.0,40.0,24.0,0.0
57.0,30.0,11.0,-21.0,-3.0,2.0,59.0,18.0,41.0,21.0,0.0
41.0,27.0,0.0,-30.0,-6.0,-2.0,45.0,18.0,33.0,14.0,0.0
36.0,26.0,-2.0,-48.0,-10.0,2.0,41.0,20.0,32.0,30.0,0.0
31.0,16.0,-6.0,-47.0,0.0,5.0,33.0,20.0,23.0,42.0,0.0
17.0,22.0,-7.0,-38.0,0.0,0.0,19.0,15.0,13.0,20.0,0.0
10.0,14.0,7.0,-26.0,-4.0,0.0,10.0,10.0,-2.0,8.0,0.0
2.0,8.0,29.0,-21.0,-9.0,-4.0,-10.0,0.0,-20.0,8.0,0.0
