channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
34.0,-2.0,15.0,23.0,-9.0,-12.0,-8.0,-3.0,33.0,30.0,0.0
46.0,0.0,11.0,32.0,-9.0,-8.0,-25.0,-12.0,38.0,43.0,0.0
42.0,-6.0,4.0,29.0,3.0,-11.0,-27.0,-8.0,53.0,38.0,0.0
45.0,-6.0,16.0,17.0,11.0,-20.0,-36.0,-9.0,58.0,45.0,0.0
54.0,0.0,11.0,7.0,5.0,-24.0,-59.0,-26.0,33.0,44.0,0.0
54.0,0.0,13.0,15.0,1.0,-16.0,-78.0,-39.0,5.0,50.0,0.0
53.0,-6.0,10.0,17.0,1.0,-10.0,-62.0,-39.0,-27.0,56.0,0.0
22.0,-33.0,-12.0,-8.0,-10.0,12.0,64.0,1.0,-36.0,13.0,0.0
-14.0,-61.0,-35.0,-26.0,-9.0,45.0,202.0,32.0,-42.0,-42.0,0.0
-4.0,-45.0,-28.0,-3.0,17.0,41.0,181.0,15.0,-43.0,-70.0,0.0
16.0,-12.0,-8.0,13.0,32.0,20.0,95.0,-10.0,-61.0,-62.0,0.0
33.0,0.0,-2.0,15.0,34.0,-7.0,47.0,-16.0,-64.0,-56.0,0.0
38.0,12.0,4.0,20.0,30.0,-13.0,20.0,-3.0,-38.0,-38.0,0.0
47.0,11.0,3.0,29.0,19.0,-17.0,8.0,8.0,-15.0,-12.0,0.0
53.0,22.0,6.0,28.0,10.0,-22.0,9.0,3.0,-12.0,-4.0,0.0
52.0,21.0,1.0,14.0,9.0,-10.0,8.0,-2.0,-29.0,-2.0,0.0
45.0,6.0,2.0,14.0,0.0,3.0,0.0,0.0,-32.0,-3.0,0.0
26.0,1.0,-3.0,9.0,2.0,1.0,4.0,-12.0,-26.0,-26.0,0.0
-10.0,-22.0,-32.0,-12.0,-7.0,0.0,28.0,-23.0,-42.0,-68.0,0.0
-57.0,-38.0,-35.0,-22.0,-21.0,0.0,55.0,-11.0,-53.0,-92.0,0.0
-61.0,-29.0,-24.0,-1.0,-7.0,2.0,55.0,0.0,-32.0,-90.0,0.0
-38.0,-20.0,-16.0,4.0,-8.0,-8.0,19.0,-7.0,-32.0,-63.0,0.0
-17.0,-22.0,-26.0,-10.0,-4.0,-25.0,-9.0,-9.0,-2.0,-13.0,0.0
-17.0,-17.0,-39.0,-16.0,-16.0,-31.0,-12.0,19.0,96.0,59.0,0.0
-3.0,-15.0,-30.0,-4.0,-22.0,-21.0,-4.0,46.0,179.0,95.0,0.0
14.0,-11.0,-15.0,-11.0,-8.0,-18.0,-4.0,41.0,126.0,53.0,0.0
24.0,-4.0,-3.0,-2.0,0.0,-21.0,-5.0,15.0,68.0,17.0,0.0
31.0,2.0,0.0,-15.0,-1.0,-9.0,21.0,6.0,54.0,29.0,0.0
35.0,16.0,-3.0,-17.0,8.0,8.0,57.0,19.0,39.0,50.0,0.0
34.0,22.0,-5.0,-23.0,18.0,1.0,48.0,16.0,43.0,68.0,0.0
23.0,9.0,-16.0,-30.0,14.0,0.0,30.0,19.0,47.0,79.0,0.0
-5.0,-7.0,-23.0,-27.0,0.0,5.0,27.0,17.0,61.0,59.0,0.0
-20.0,-15.0,-28.0,-36.0,-10.0,7.0,17.0,22.0,60.0,35.0,0.0
-20.0,-20.0,-21.0,-39.0,0.0,7.0,12.0,16.0,42.0,21.0,0.0
-28.0,-24.0,-14.0,-28.0,3.0,10.0,1.0,0.0,22.0,-23.0,0.0
-21.0,-15.0,-8.0,0.0,4.0,4.0,-3.0,-11.0,16.0,-38.0,0.0
6.0,-7.0,9.0,20.0,6.0,6.0,-15.0,-21.0,22.0,-36.0,0.0
26.0,5.0,26.0,30.0,9.0,3.0,-36.0,-15.0,30.0,-2.0,0.0
38.0,19.0,26.0,36.0,7.0,0.0,-54.0,-14.0,52.0,63.0,0.0
28.0,30.0,15.0,19.0,-5.0,6.0,-51.0,-25.0,36.0,94.0,0.0
16.0,22.0,2.0,10.0,-12.0,9.0,-32.0,-24.0,-4.0,90.0,0.0
14.0,4.0,-8.0,6.0,-6.0,6.0,1.0,-22.0,-33.0,4.0,0.0
0.0,3.0,-10.0,16.0,4.0,19.0,31.0,-13.0,-29.0,-42.0,0.0
-38.0,-5.0,-13.0,16.0,13.0,35.0,57.0,-1.0,-44.0,-77.0,0.0
