channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
6.0,-1.0,-2.0,4.0,3.0,22.0,4.0,22.0,16.0,13.0,0.0
1.0,21.0,0.0,3.0,-2.0,22.0,1.0,16.0,29.0,9.0,0.0
15.0,37.0,0.0,1.0,1.0,15.0,-7.0,18.0,23.0,4.0,0.0
27.0,36.0,-5.0,-4.0,6.0,7.0,-6.0,0.0,21.0,-2.0,0.0
30.0,44.0,0.0,-5.0,9.0,1.0,-4.0,-3.0,21.0,5.0,0.0
16.0,48.0,5.0,-4.0,18.0,19.0,20.0,6.0,24.0,18.0,0.0
4.0,33.0,-3.0,3.0,15.0,20.0,11.0,7.0,10.0,13.0,0.0
10.0,23.0,-9.0,-11.0,4.0,12.0,-12.0,4.0,2.0,3.0,0.0
11.0,24.0,-1.0,0.0,4.0,5.0,-22.0,14.0,0.0,0.0,0.0
10.0,16.0,-9.0,-4.0,-6.0,3.0,-17.0,12.0,5.0,7.0,0.0
0.0,8.0,-11.0,-4.0,0.0,-2.0,-1.0,12.0,10.0,15.0,0.0
3.0,10.0,-12.0,-4.0,3.0,5.0,4.0,5.0,15.0,7.0,0.0
19.0,20.0,-13.0,-6.0,0.0,5.0,1.0,-1.0,3.0,9.0,0.0
33.0,43.0,-4.0,0.0,0.0,8.0,-3.0,-9.0,0.0,-2.0,0.0
25.0,41.0,-4.0,17.0,-2.0,14.0,-6.0,-21.0,-4.0,-6.0,0.0
10.0,22.0,-17.0,24.0,-2.0,5.0,-4.0,-17.0,-7.0,-10.0,0.0
4.0,7.0,-20.0,20.0,1.0,-5.0,10.0,-11.0,0.0,-20.0,0.0
4.0,1.0,-28.0,13.0,6.0,4.0,18.0,-7.0,1.0,-24.0,0.0
-7.0,-9.0,-28.0,-14.0,6.0,14.0,15.0,-10.0,-2.0,-18.0,0.0
-5.0,-5.0,-11.0,-22.0,5.0,9.0,-8.0,-2.0,-12.0,-14.0,0.0
-3.0,15.0,17.0,-20.0,8.0,1.0,-5.0,3.0,-28.0,-15.0,0.0
-2.0,31.0,25.0,-26.0,1.0,0.0,2.0,9.0,-22.0,-17.0,0.0
-10.0,13.0,9.0,-21.0,2.0,3.0,9.0,17.0,-5.0,-24.0,0.0
-10.0,-7.0,-4.0,-5.0,-6.0,3.0,15.0,9.0,-16.0,-12.0,0.0
-7.0,-12.0,-4.0,0.0,-15.0,14.0,21.0,16.0,-20.0,0.0,0.0
0.0,0.0,2.0,3.0,-11.0,33.0,20.0,15.0,-11.0,1.0,0.0
0.0,8.0,2.0,2.0,-8.0,32.0,12.0,12.0,-17.0,4.0,0.0
-2.0,12.0,5.0,3.0,-6.0,22.0,5.0,6.0,-14.0,21.0,0.0
-6.0,6.0,7.0,10.0,-10.0,16.0,0.0,-3.0,-12.0,20.0,0.0
-22.0,3.0,-2.0,12.0,-9.0,8.0,-1.0,-9.0,-19.0,9.0,0.0
-25.0,1.0,-5.0,8.0,-2.0,9.0,0.0,-17.0,-8.0,3.0,0.0
-14.0,4.0,0.0,12.0,-1.0,13.0,1.0,-16.0,-9.0,2.0,0.0
-6.0,7.0,3.0,14.0,-4.0,15.0,0.0,-13.0,-23.0,4.0,0.0
-6.0,3.0,8.0,12.0,-7.0,15.0,5.0,-11.0,-36.0,1.0,0.0
-6.0,1.0,0.0,14.0,-10.0,25.0,36.0,2.0,-22.0,1.0,0.0
-6.0,8.0,0.0,10.0,-12.0,43.0,34.0,8.0,-4.0,-18.0,0.0
0.0,-1.0,12.0,12.0,1.0,25.0,-10.0,0.0,-10.0,-20.0,0.0
1.0,-1.0,17.0,6.0,5.0,11.0,-19.0,10.0,-2.0,-14.0,0.0
2.0,12.0,13.0,1.0,2.0,4.0,0.0,11.0,-8.0,-30.0,0.0
9.0,19.0,15.0,4.0,-3.0,2.0,-2.0,7.0,-3.0,-17.0,0.0
8.0,20.0,0.0,0.0,-10.0,6.0,-19.0,-4.0,7.0,-8.0,0.0
12.0,6.0,-5.0,-7.0,-16.0,0.0,-27.0,-7.0,0.0,-17.0,0.0
17.0,4.0,-15.0,13.0,-16.0,0.0,-29.0,-7.0,-6.0,-14.0,0.0
7.0,7.0,-18.0,20.0,-13.0,0.0,-30.0,10.0,2.0,-6.0,0.0
3.0,7.0,-9.0,0.0,-20.0,13.0,-37.0,18.0,8.0,-8.0,0.0
-3.0,1.0,-7.0,-23.0,-21.0,15.0,-30.0,18.0,6.0,-16.0,0.0
-16.0,-5.0,-3.0,-23.0,-11.0,8.0,-18.0,28.0,10.0,-25.0,0.0
-22.0,-20.0,-13.0,-15.0,-5.0,3.0,-2.0,38.0,21.0,-25.0,0.0
-16.0,-22.0,-10.0,-13.0,-3.0,8.0,14.0,41.0,22.0,-23.0,0.0
-23.0,-20.0,-12.0,-13.0,-9.0,12.0,14.0,34.0,12.0,-18.0,0.0
-30.0,-29.0,-12.0,-14.0,-9.0,6.0,10.0,22.0,3.0,-25.0,0.0
-29.0,-38.0,-21.0,2.0,-3.0,2.0,28.0,32.0,-4.0,-14.0,0.0
-30.0,-46.0,-25.0,0.0,-4.0,-6.0,31.0,25.0,1.0,-17.0,0.0
-25.0,-49.0,-13.0,-1.0,-8.0,-12.0,12.0,16.0,7.0,-26.0,0.0
-18.0,-22.0,-2.0,-9.0,-2.0,-12.0,-4.0,14.0,-3.0,-5.0,0.0
-13.0,3.0,0.0,-18.0,4.0,-3.0,10.0,12.0,-13.0,1.0,0.0
-11.0,12.0,-3.0,-15.0,3.0,-2.0,37.0,10.0,-2.0,-3.0,0.0
-1.0,13.0,8.0,-16.0,0.0,0.0,12.0,13.0,10.0,-3.0,0.0
0.0,9.0,8.0,-19.0,6.0,5.0,-2.0,19.0,12.0,18.0,0.0
0.0,-6.0,9.0,-18.0,-2.0,9.0,0.0,17.0,7.0,24.0,0.0
-6.0,-1.0,0.0,-18.0,-12.0,10.0,-1.0,21.0,-1.0,25.0,0.0
-7.0,-9.0,2.0,-15.0,-20.0,2.0,0.0,13.0,1.0,19.0,0.0
-6.0,-12.0,14.0,-14.0,-11.0,-7.0,-8.0,-2.0,1.0,7.0,0.0
-8.0,0.0,13.0,-8.0,-6.0,-14.0,-7.0,-11.0,-9.0,6.0,0.0
1.0,11.0,22.0,-11.0,-6.0,-20.0,0.0,-9.0,-2.0,5.0,0.0
4.0,13.0,35.0,-12.0,-6.0,-25.0,0.0,-18.0,3.0,6.0,0.0
17.0,8.0,42.0,-13.0,-6.0,-11.0,1.0,-17.0,-4.0,7.0,0.0
19.0,9.0,48.0,-22.0,3.0,-3.0,-5.0,-19.0,-14.0,0.0,0.0
22.0,16.0,42.0,-18.0,-7.0,-9.0,-11.0,-18.0,-1.0,-6.0,0.0
14.0,22.0,27.0,-14.0,-16.0,-13.0,1.0,-5.0,4.0,1.0,0.0
0.0,-2.0,24.0,-26.0,-6.0,-12.0,14.0,3.0,-4.0,-3.0,0.0
-7.0,-26.0,7.0,-32.0,4.0,-14.0,3.0,0.0,3.0,-21.0,0.0
