channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
36.0,2.0,-1.0,-10.0,5.0,1.0,2.0,-13.0,3.0,-2.0,0.0
36.0,8.0,0.0,-7.0,6.0,0.0,12.0,6.0,40.0,12.0,0.0
38.0,17.0,5.0,12.0,-3.0,30.0,31.0,11.0,62.0,21.0,0.0
38.0,14.0,6.0,20.0,-6.0,19.0,22.0,17.0,36.0,24.0,0.0
35.0,24.0,23.0,27.0,5.0,14.0,28.0,14.0,35.0,24.0,0.0
27.0,28.0,24.0,22.0,13.0,11.0,32.0,0.0,17.0,-9.0,0.0
4.0,21.0,17.0,18.0,24.0,9.0,28.0,-5.0,-15.0,-40.0,0.0
-20.0,-4.0,6.0,19.0,27.0,8.0,21.0,-3.0,-21.0,-47.0,0.0
-25.0,-14.0,-4.0,30.0,13.0,2.0,29.0,-11.0,-9.0,-35.0,0.0
-29.0,-1.0,2.0,40.0,-1.0,7.0,10.0,-14.0,-7.0,-25.0,0.0
-36.0,8.0,6.0,53.0,6.0,16.0,-6.0,-20.0,-20.0,-40.0,0.0
-33.0,8.0,3.0,46.0,12.0,22.0,-10.0,-1.0,-25.0,-59.0,0.0
-14.0,15.0,2.0,28.0,6.0,16.0,-21.0,9.0,-21.0,-39.0,0.0
2.0,9.0,-8.0,20.0,-5.0,7.0,-5.0,-4.0,-7.0,18.0,0.0
10.0,4.0,-20.0,12.0,-11.0,-2.0,-8.0,-6.0,4.0,17.0,0.0
25.0,21.0,-19.0,7.0,-20.0,-9.0,-7.0,6.0,21.0,13.0,0.0
39.0,27.0,-20.0,2.0,-32.0,-6.0,4.0,19.0,42.0,11.0,0.0
36.0,11.0,-26.0,-11.0,-27.0,0.0,-3.0,21.0,47.0,0.0,0.0
20.0,0.0,-20.0,-31.0,-24.0,0.0,5.0,28.0,49.0,-15.0,0.0
4.0,-11.0,-22.0,-55.0,-23.0,0.0,10.0,28.0,27.0,-15.0,0.0
-19.0,-27.0,-25.0,-47.0,-17.0,6.0,4.0,20.0,16.0,-5.0,0.0
-35.0,-23.0,-13.0,-35.0,-3.0,23.0,29.0,15.0,29.0,-3.0,0.0
-26.0,-9.0,0.0,-20.0,10.0,27.0,42.0,7.0,57.0,5.0,0.0
-14.0,-7.0,-1.0,-12.0,17.0,25.0,34.0,0.0,87.0,16.0,0.0
-16.0,-8.0,-4.0,-7.0,23.0,30.0,31.0,-15.0,78.0,14.0,0.0
-33.0,-9.0,9.0,13.0,19.0,35.0,19.0,-23.0,52.0,-1.0,0.0
-40.0,-9.0,5.0,31.0,13.0,38.0,11.0,-43.0,16.0,-26.0,0.0
-26.0,0.0,11.0,37.0,9.0,38.0,-9.0,-59.0,-10.0,-28.0,0.0
-9.0,6.0,8.0,33.0,-4.0,29.0,-10.0,-57.0,-26.0,-15.0,0.0
