channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
6.0,-16.0,-1.0,-10.0,-2.0,-32.0,9.0,-24.0,-20.0,-15.0,0.0
18.0,-20.0,-3.0,-8.0,2.0,-28.0,14.0,-17.0,-15.0,0.0,0.0
15.0,-30.0,-16.0,-6.0,10.0,-25.0,13.0,-24.0,-12.0,0.0,0.0
23.0,-11.0,-10.0,-1.0,13.0,-11.0,0.0,-13.0,-8.0,12.0,0.0
20.0,7.0,2.0,8.0,17.0,-17.0,4.0,-13.0,-26.0,15.0,0.0
3.0,12.0,8.0,15.0,35.0,-21.0,13.0,-14.0,-30.0,9.0,0.0
-8.0,2.0,-6.0,27.0,31.0,-17.0,5.0,-5.0,-20.0,13.0,0.0
-6.0,3.0,-6.0,15.0,21.0,-9.0,15.0,-2.0,-19.0,4.0,0.0
0.0,16.0,14.0,5.0,18.0,-13.0,22.0,3.0,-11.0,11.0,0.0
9.0,26.0,19.0,11.0,14.0,-16.0,3.0,8.0,-19.0,4.0,0.0
12.0,35.0,25.0,17.0,11.0,-16.0,5.0,3.0,-12.0,-1.0,0.0
11.0,32.0,17.0,16.0,12.0,-7.0,9.0,-2.0,-15.0,3.0,0.0
17.0,27.0,-4.0,19.0,19.0,18.0,2.0,1.0,-8.0,4.0,0.0
11.0,31.0,6.0,15.0,26.0,21.0,6.0,-3.0,-11.0,-21.0,0.0
-2.0,57.0,20.0,2.0,22.0,-5.0,5.0,-3.0,-15.0,-48.0,0.0
-3.0,83.0,9.0,-4.0,7.0,-12.0,-8.0,4.0,-17.0,-37.0,0.0
-2.0,82.0,1.0,-11.0,0.0,-12.0,0.0,-6.0,-10.0,-21.0,0.0
11.0,76.0,18.0,-8.0,1.0,-9.0,5.0,-22.0,0.0,-18.0,0.0
27.0,61.0,32.0,-17.0,4.0,8.0,-2.0,-17.0,-1.0,-4.0,0.0
32.0,34.0,31.0,-25.0,6.0,6.0,-3.0,-2.0,10.0,9.0,0.0
36.0,-1.0,15.0,-30.0,-5.0,1.0,2.0,0.0,13.0,1.0,0.0
20.0,-57.0,6.0,-26.0,-1.0,8.0,-2.0,5.0,6.0,0.0,0.0
0.0,-72.0,-1.0,-22.0,9.0,20.0,14.0,9.0,0.0,7.0,0.0
-12.0,-74.0,3.0,-18.0,8.0,19.0,21.0,13.0,8.0,0.0,0.0
-6.0,-52.0,-2.0,-26.0,4.0,11.0,2.0,15.0,10.0,12.0,0.0
-11.0,-36.0,-13.0,-23.0,-7.0,4.0,-7.0,13.0,15.0,18.0,0.0
-12.0,-31.0,-5.0,-25.0,-18.0,-13.0,-12.0,3.0,10.0,17.0,0.0
-1.0,-17.0,10.0,-20.0,-20.0,-25.0,-28.0,-14.0,16.0,13.0,0.0
0.0,-5.0,6.0,-8.0,-13.0,-31.0,-21.0,-6.0,11.0,8.0,0.0
-11.0,-14.0,-9.0,-12.0,-19.0,-30.0,-21.0,-8.0,7.0,15.0,0.0
-7.0,-22.0,-21.0,-32.0,-20.0,-29.0,0.0,1.0,25.0,18.0,0.0
-3.0,-14.0,-26.0,-43.0,-20.0,-30.0,-11.0,1.0,19.0,29.0,0.0
-14.0,-17.0,-22.0,-24.0,-20.0,-20.0,-12.0,-12.0,14.0,22.0,0.0
-13.0,-14.0,-16.0,-23.0,-25.0,-23.0,0.0,-7.0,15.0,25.0,0.0
-7.0,-8.0,-14.0,-18.0,-26.0,-25.0,-9.0,-11.0,18.0,26.0,0.0
-4.0,-4.0,-12.0,-15.0,-24.0,-33.0,-9.0,-3.0,16.0,23.0,0.0
-3.0,6.0,0.0,-17.0,-25.0,-14.0,-11.0,11.0,6.0,29.0,0.0
-4.0,15.0,14.0,-8.0,-25.0,-3.0,-13.0,8.0,7.0,26.0,0.0
3.0,96.0,28.0,-10.0,-31.0,-14.0,-15.0,0.0,12.0,21.0,0.0
21.0,194.0,38.0,-4.0,-25.0,-10.0,-9.0,0.0,8.0,24.0,0.0
10.0,182.0,38.0,-2.0,-20.0,3.0,-1.0,8.0,5.0,19.0,0.0
-3.0,108.0,41.0,-2.0,-7.0,8.0,-7.0,22.0,-4.0,7.0,0.0
-8.0,45.0,48.0,3.0,0.0,16.0,-3.0,15.0,-10.0,6.0,0.0
-13.0,-6.0,34.0,16.0,2.0,19.0,-2.0,4.0,-19.0,-1.0,0.0
-22.0,-80.0,7.0,16.0,11.0,31.0,5.0,6.0,-19.0,14.0,0.0
-35.0,-159.0,-3.0,11.0,22.0,37.0,31.0,9.0,-7.0,16.0,0.0
-38.0,-126.0,8.0,14.0,24.0,32.0,30.0,9.0,-12.0,5.0,0.0
-32.0,-66.0,22.0,8.0,34.0,30.0,15.0,18.0,-11.0,-1.0,0.0
-27.0,-28.0,31.0,-20.0,32.0,25.0,19.0,13.0,-8.0,-4.0,0.0
-23.0,-5.0,28.0,-29.0,36.0,29.0,6.0,8.0,-23.0,-9.0,0.0
-17.0,0.0,29.0,-6.0,34.0,23.0,2.0,11.0,-26.0,-5.0,0.0
-19.0,-12.0,22.0,-13.0,22.0,18.0,8.0,13.0,-16.0,-7.0,0.0
-21.0,-21.0,6.0,-16.0,17.0,4.0,6.0,14.0,-2.0,12.0,0.0
-7.0,-33.0,7.0,-18.0,15.0,-7.0,-8.0,10.0,13.0,39.0,0.0
3.0,-44.0,0.0,-25.0,19.0,-17.0,4.0,10.0,17.0,47.0,0.0
-9.0,-37.0,-12.0,-29.0,21.0,-14.0,0.0,8.0,8.0,26.0,0.0
-5.0,-27.0,0.0,-31.0,22.0,-20.0,-5.0,13.0,7.0,16.0,0.0
1.0,-9.0,-13.0,-11.0,19.0,-14.0,6.0,4.0,14.0,24.0,0.0
5.0,4.0,-15.0,3.0,22.0,-7.0,0.0,4.0,16.0,29.0,0.0
-8.0,4.0,-17.0,7.0,19.0,-7.0,8.0,15.0,4.0,11.0,0.0
-9.0,6.0,-12.0,-3.0,10.0,-5.0,24.0,24.0,-3.0,-4.0,0.0
-6.0,9.0,-3.0,-21.0,1.0,2.0,17.0,19.0,1.0,-1.0,0.0
6.0,0.0,-14.0,-29.0,1.0,-2.0,0.0,8.0,16.0,14.0,0.0
21.0,-9.0,-30.0,-39.0,-6.0,-16.0,5.0,7.0,28.0,20.0,0.0
30.0,-14.0,-34.0,-28.0,-9.0,-22.0,12.0,4.0,21.0,22.0,0.0
27.0,-4.0,-34.0,-14.0,-3.0,-11.0,13.0,2.0,12.0,14.0,0.0
14.0,-1.0,-27.0,-3.0,8.0,2.0,5.0,2.0,-1.0,-1.0,0.0
20.0,14.0,-12.0,7.0,9.0,7.0,-1.0,13.0,1.0,-2.0,0.0
16.0,22.0,-11.0,16.0,-2.0,6.0,-5.0,23.0,6.0,-2.0,0.0
18.0,24.0,-12.0,17.0,-12.0,11.0,2.0,18.0,-4.0,-2.0,0.0
16.0,26.0,-5.0,17.0,-2.0,8.0,-2.0,15.0,-6.0,-5.0,0.0
10.0,25.0,4.0,19.0,-16.0,7.0,-10.0,9.0,-2.0,3.0,0.0
2.0,13.0,4.0,30.0,-17.0,5.0,0.0,10.0,5.0,-3.0,0.0
11.0,0.0,-3.0,31.0,-12.0,11.0,-9.0,1.0,-1.0,-6.0,0.0
15.0,-8.0,5.0,28.0,-7.0,21.0,-7.0,7.0,-10.0,-12.0,0.0
11.0,-3.0,-2.0,30.0,-8.0,19.0,6.0,6.0,-10.0,-21.0,0.0
19.0,-9.0,-16.0,19.0,-18.0,13.0,0.0,10.0,-27.0,-30.0,0.0
22.0,-8.0,-10.0,28.0,-15.0,12.0,1.0,15.0,-20.0,-21.0,0.0
16.0,0.0,3.0,39.0,-17.0,17.0,8.0,12.0,-11.0,-16.0,0.0
12.0,-3.0,2.0,46.0,-7.0,14.0,2.0,1.0,0.0,-9.0,0.0
18.0,1.0,1.0,47.0,-4.0,18.0,22.0,-5.0,13.0,6.0,0.0
16.0,0.0,10.0,31.0,-12.0,13.0,25.0,-4.0,20.0,13.0,0.0
21.0,3.0,8.0,35.0,-6.0,9.0,10.0,-6.0,15.0,10.0,0.0
19.0,7.0,9.0,36.0,5.0,19.0,-7.0,1.0,1.0,12.0,0.0
16.0,-5.0,7.0,21.0,1.0,20.0,-6.0,5.0,-4.0,-8.0,0.0
14.0,-4.0,6.0,13.0,-4.0,17.0,-3.0,-4.0,-11.0,-13.0,0.0
22.0,21.0,8.0,10.0,-16.0,5.0,-6.0,-5.0,-4.0,-3.0,0.0
24.0,29.0,6.0,3.0,-14.0,-18.0,4.0,-3.0,9.0,18.0,0.0
