channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-15.0,15.0,1.0,7.0,14.0,10.0,22.0,32.0,-4.0,-16.0,0.0
-18.0,15.0,-7.0,10.0,7.0,0.0,15.0,29.0,-16.0,-29.0,0.0
-16.0,16.0,-4.0,3.0,11.0,6.0,25.0,18.0,-14.0,-32.0,0.0
-18.0,15.0,7.0,-3.0,15.0,6.0,38.0,16.0,-7.0,-25.0,0.0
-19.0,16.0,8.0,1.0,10.0,4.0,34.0,26.0,-7.0,-18.0,0.0
-8.0,4.0,4.0,8.0,3.0,7.0,26.0,35.0,-10.0,-11.0,0.0
9.0,1.0,0.0,7.0,-3.0,13.0,19.0,28.0,-15.0,11.0,0.0
10.0,6.0,-6.0,10.0,0.0,16.0,13.0,19.0,-13.0,18.0,0.0
5.0,0.0,-11.0,8.0,0.0,9.0,0.0,24.0,-19.0,13.0,0.0
-3.0,-7.0,-10.0,5.0,-6.0,4.0,1.0,22.0,-3.0,9.0,0.0
-17.0,-8.0,-17.0,-3.0,-8.0,-3.0,2.0,13.0,8.0,-3.0,0.0
-21.0,-11.0,-19.0,3.0,-17.0,-14.0,-2.0,13.0,-1.0,-20.0,0.0
-34.0,-18.0,-23.0,16.0,-21.0,-12.0,-3.0,13.0,-9.0,-38.0,0.0
-47.0,-21.0,-12.0,18.0,-20.0,5.0,5.0,2.0,-9.0,-60.0,0.0
-44.0,-23.0,-9.0,21.0,-14.0,17.0,15.0,0.0,-1.0,-55.0,0.0
-40.0,-13.0,-6.0,24.0,-7.0,7.0,22.0,15.0,-5.0,-56.0,0.0
-42.0,-15.0,14.0,27.0,-3.0,-7.0,21.0,19.0,-14.0,-58.0,0.0
-30.0,-16.0,19.0,21.0,-2.0,-12.0,19.0,22.0,-16.0,-32.0,0.0
0.0,-11.0,3.0,0.0,-9.0,-15.0,13.0,17.0,-1.0,29.0,0.0
30.0,-5.0,-4.0,1.0,-7.0,-15.0,10.0,19.0,13.0,72.0,0.0
25.0,0.0,9.0,14.0,3.0,-9.0,13.0,27.0,19.0,50.0,0.0
1.0,14.0,9.0,21.0,1.0,1.0,12.0,19.0,11.0,24.0,0.0
-7.0,14.0,12.0,22.0,9.0,9.0,9.0,11.0,11.0,8.0,0.0
-15.0,5.0,15.0,19.0,11.0,4.0,14.0,9.0,15.0,4.0,0.0
