channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-7.0,-32.0,109.0,-12.0,22.0,7.0,-17.0,15.0,13.0,-15.0,0.0
-1.0,-9.0,107.0,-19.0,6.0,18.0,-9.0,20.0,24.0,-43.0,0.0
17.0,-10.0,91.0,-33.0,-17.0,17.0,-2.0,34.0,27.0,-16.0,0.0
28.0,-23.0,125.0,-59.0,-34.0,16.0,2.0,44.0,10.0,-2.0,0.0
35.0,-18.0,111.0,-80.0,-45.0,10.0,10.0,38.0,10.0,0.0,0.0
26.0,21.0,56.0,-72.0,-36.0,2.0,33.0,38.0,8.0,-7.0,0.0
16.0,90.0,-10.0,-24.0,-15.0,-4.0,25.0,27.0,0.0,-22.0,0.0
17.0,109.0,-37.0,8.0,3.0,0.0,12.0,26.0,7.0,-11.0,0.0
2.0,69.0,-58.0,20.0,13.0,0.0,2.0,26.0,27.0,-2.0,0.0
-14.0,53.0,-70.0,49.0,0.0,-4.0,-13.0,19.0,20.0,-7.0,0.0
-23.0,60.0,-88.0,89.0,6.0,-10.0,-22.0,13.0,18.0,-18.0,0.0
-32.0,35.0,-109.0,95.0,11.0,-6.0,-17.0,18.0,2.0,-17.0,0.0
-16.0,17.0,-17.0,57.0,14.0,-4.0,-13.0,28.0,3.0,-1.0,0.0
-3.0,17.0,22.0,40.0,20.0,-1.0,-3.0,26.0,0.0,10.0,0.0
17.0,25.0,66.0,33.0,7.0,-9.0,-19.0,10.0,-20.0,10.0,0.0
23.0,38.0,104.0,13.0,-21.0,-27.0,-51.0,-6.0,-40.0,9.0,0.0
0.0,30.0,89.0,-23.0,-26.0,-4.0,-44.0,-7.0,-34.0,7.0,0.0
1.0,27.0,117.0,-80.0,-28.0,-5.0,-40.0,-9.0,-27.0,10.0,0.0
13.0,39.0,178.0,-118.0,-38.0,-30.0,-43.0,-18.0,-21.0,15.0,0.0
20.0,35.0,185.0,-114.0,-30.0,-35.0,-49.0,-31.0,-20.0,3.0,0.0
20.0,31.0,117.0,-104.0,-26.0,-23.0,-44.0,-17.0,-8.0,-2.0,0.0
13.0,10.0,43.0,-99.0,-44.0,-13.0,-24.0,1.0,12.0,15.0,0.0
18.0,1.0,-20.0,-107.0,-58.0,-16.0,-13.0,15.0,26.0,41.0,0.0
5.0,6.0,-77.0,-61.0,-35.0,-22.0,-32.0,4.0,21.0,35.0,0.0
-12.0,-13.0,-118.0,22.0,-4.0,-14.0,-34.0,-8.0,0.0,23.0,0.0
-8.0,-29.0,-141.0,143.0,17.0,1.0,-19.0,-5.0,10.0,21.0,0.0
4.0,-24.0,-130.0,159.0,39.0,6.0,-10.0,1.0,12.0,25.0,0.0
-11.0,-25.0,-74.0,86.0,35.0,1.0,-4.0,-4.0,0.0,29.0,0.0
-20.0,-8.0,-28.0,34.0,2.0,-12.0,-10.0,-3.0,-1.0,38.0,0.0
-16.0,-6.0,5.0,10.0,-21.0,-13.0,-15.0,6.0,0.0,39.0,0.0
-32.0,-15.0,39.0,-14.0,-29.0,-19.0,-8.0,4.0,-5.0,41.0,0.0
-38.0,-42.0,45.0,-35.0,-43.0,-20.0,-12.0,-1.0,0.0,42.0,0.0
-40.0,-70.0,47.0,-48.0,-38.0,-7.0,0.0,0.0,10.0,26.0,0.0
-34.0,-53.0,86.0,-34.0,-16.0,-1.0,9.0,-6.0,11.0,23.0,0.0
-29.0,-34.0,103.0,-7.0,-2.0,-4.0,13.0,6.0,11.0,23.0,0.0
-21.0,-34.0,125.0,6.0,0.0,-2.0,16.0,12.0,23.0,23.0,0.0
-20.0,-41.0,131.0,13.0,-3.0,6.0,22.0,12.0,24.0,24.0,0.0
-25.0,-35.0,94.0,11.0,-9.0,7.0,13.0,24.0,12.0,17.0,0.0
-38.0,-30.0,34.0,38.0,12.0,-6.0,1.0,6.0,0.0,12.0,0.0
-49.0,-47.0,-41.0,46.0,13.0,-2.0,1.0,-1.0,-5.0,12.0,0.0
-41.0,-50.0,-93.0,35.0,5.0,-18.0,10.0,19.0,27.0,34.0,0.0
-10.0,-30.0,-144.0,-1.0,5.0,-19.0,13.0,24.0,30.0,52.0,0.0
31.0,-9.0,-140.0,-27.0,12.0,-13.0,39.0,39.0,15.0,65.0,0.0
29.0,7.0,-120.0,-24.0,22.0,-6.0,56.0,42.0,6.0,56.0,0.0
21.0,7.0,-90.0,-6.0,11.0,0.0,41.0,29.0,-6.0,43.0,0.0
15.0,1.0,-30.0,26.0,14.0,12.0,31.0,30.0,1.0,17.0,0.0
1.0,9.0,13.0,55.0,28.0,20.0,6.0,30.0,1.0,0.0,0.0
-5.0,20.0,52.0,62.0,37.0,14.0,0.0,23.0,-10.0,-1.0,0.0
-6.0,18.0,82.0,49.0,46.0,29.0,5.0,20.0,-7.0,-2.0,0.0
-16.0,1.0,98.0,14.0,51.0,45.0,0.0,23.0,-10.0,-16.0,0.0
-30.0,-11.0,97.0,0.0,43.0,31.0,-23.0,1.0,-20.0,-33.0,0.0
-18.0,-2.0,58.0,13.0,5.0,-1.0,-36.0,-14.0,-8.0,-16.0,0.0
9.0,20.0,12.0,7.0,-39.0,-21.0,-29.0,-20.0,16.0,24.0,0.0
23.0,24.0,71.0,-2.0,-38.0,-31.0,-39.0,-28.0,6.0,90.0,0.0
32.0,24.0,82.0,-5.0,-15.0,-22.0,-20.0,-20.0,1.0,174.0,0.0
44.0,14.0,44.0,-47.0,-13.0,5.0,27.0,11.0,23.0,157.0,0.0
27.0,-9.0,-4.0,-75.0,6.0,46.0,29.0,39.0,40.0,80.0,0.0
