channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-9.0,-22.0,1.0,-2.0,2.0,-9.0,0.0,-15.0,-10.0,4.0,0.0
-18.0,-8.0,9.0,-3.0,0.0,-6.0,6.0,-7.0,-15.0,-3.0,0.0
-15.0,-6.0,16.0,-17.0,-15.0,-2.0,7.0,-10.0,-16.0,-5.0,0.0
-7.0,-8.0,16.0,-29.0,-6.0,-4.0,29.0,2.0,4.0,5.0,0.0
-5.0,-14.0,18.0,-27.0,0.0,0.0,31.0,17.0,18.0,12.0,0.0
1.0,-7.0,22.0,-23.0,-1.0,-2.0,19.0,21.0,8.0,14.0,0.0
6.0,2.0,22.0,-27.0,0.0,-1.0,18.0,23.0,0.0,7.0,0.0
20.0,6.0,23.0,-20.0,16.0,0.0,15.0,25.0,9.0,3.0,0.0
10.0,4.0,18.0,-11.0,16.0,-5.0,8.0,34.0,11.0,0.0,0.0
0.0,-3.0,6.0,-10.0,2.0,-6.0,5.0,20.0,6.0,-2.0,0.0
5.0,4.0,7.0,-10.0,-5.0,3.0,9.0,8.0,-2.0,-5.0,0.0
11.0,3.0,4.0,-15.0,-14.0,19.0,13.0,10.0,5.0,0.0,0.0
10.0,-3.0,-2.0,-16.0,-21.0,22.0,8.0,9.0,12.0,2.0,0.0
0.0,-5.0,-5.0,-11.0,-13.0,12.0,13.0,10.0,3.0,-4.0,0.0
-5.0,-16.0,-3.0,-10.0,-14.0,-1.0,16.0,5.0,0.0,-14.0,0.0
-20.0,-16.0,4.0,-26.0,-24.0,-5.0,14.0,-10.0,-3.0,-16.0,0.0
-32.0,-19.0,8.0,-30.0,-43.0,1.0,7.0,-11.0,0.0,-18.0,0.0
-20.0,-18.0,-4.0,-18.0,-34.0,3.0,2.0,-7.0,10.0,-27.0,0.0
-24.0,-15.0,-14.0,-14.0,-32.0,8.0,0.0,-6.0,12.0,-20.0,0.0
-21.0,-13.0,-9.0,-25.0,-35.0,7.0,1.0,-7.0,16.0,-11.0,0.0
-3.0,0.0,-9.0,-26.0,-36.0,-5.0,6.0,2.0,21.0,27.0,0.0
7.0,7.0,-14.0,-23.0,-33.0,-8.0,1.0,12.0,25.0,52.0,0.0
22.0,3.0,-16.0,-12.0,-21.0,-4.0,-17.0,18.0,32.0,53.0,0.0
27.0,0.0,-5.0,-16.0,-14.0,-2.0,-30.0,1.0,33.0,54.0,0.0
29.0,2.0,3.0,-8.0,-19.0,-7.0,-36.0,-17.0,23.0,50.0,0.0
0.0,8.0,15.0,8.0,-15.0,4.0,-24.0,-5.0,14.0,14.0,0.0
-27.0,11.0,11.0,0.0,-13.0,11.0,-2.0,0.0,5.0,-22.0,0.0
-44.0,9.0,15.0,-19.0,-7.0,17.0,13.0,3.0,0.0,-28.0,0.0
-46.0,10.0,7.0,-19.0,0.0,18.0,17.0,4.0,-5.0,-22.0,0.0
-50.0,13.0,4.0,-21.0,0.0,19.0,12.0,0.0,-9.0,-22.0,0.0
-45.0,16.0,-4.0,-22.0,-6.0,15.0,3.0,3.0,-13.0,-14.0,0.0
-40.0,12.0,-6.0,-14.0,0.0,14.0,-5.0,-2.0,-12.0,-18.0,0.0
-37.0,11.0,0.0,-17.0,0.0,13.0,-15.0,-9.0,-22.0,-29.0,0.0
-42.0,9.0,7.0,-24.0,0.0,3.0,-15.0,-24.0,-29.0,-36.0,0.0
-32.0,13.0,1.0,-25.0,-14.0,8.0,-13.0,-14.0,-24.0,-17.0,0.0
-20.0,3.0,-14.0,-19.0,-21.0,14.0,-6.0,5.0,-4.0,4.0,0.0
-15.0,5.0,-25.0,-10.0,-15.0,17.0,-7.0,-5.0,-5.0,16.0,0.0
-16.0,12.0,-18.0,7.0,-9.0,13.0,-5.0,-12.0,-4.0,12.0,0.0
-13.0,8.0,-15.0,12.0,-5.0,10.0,0.0,-5.0,-6.0,-10.0,0.0
-20.0,6.0,-13.0,11.0,-16.0,0.0,4.0,-3.0,-1.0,-9.0,0.0
-29.0,2.0,-6.0,14.0,-23.0,-8.0,5.0,-4.0,8.0,-13.0,0.0
-30.0,6.0,-13.0,2.0,-11.0,-9.0,-3.0,1.0,1.0,-8.0,0.0
-28.0,14.0,-19.0,-7.0,-9.0,-4.0,0.0,-3.0,-1.0,6.0,0.0
-30.0,19.0,-11.0,-17.0,-18.0,-15.0,9.0,-6.0,-4.0,15.0,0.0
-10.0,22.0,1.0,-8.0,-24.0,-5.0,14.0,-1.0,-5.0,15.0,0.0
0.0,16.0,0.0,1.0,-13.0,8.0,0.0,0.0,-2.0,29.0,0.0
5.0,9.0,-12.0,-5.0,-10.0,0.0,-4.0,-6.0,10.0,35.0,0.0
-7.0,2.0,-22.0,-11.0,-17.0,-11.0,-2.0,-11.0,2.0,19.0,0.0
-16.0,2.0,-19.0,-4.0,-19.0,-11.0,-10.0,-8.0,0.0,-13.0,0.0
-29.0,8.0,-20.0,1.0,-3.0,-5.0,-12.0,-1.0,-7.0,-18.0,0.0
-46.0,3.0,-16.0,5.0,5.0,-6.0,-9.0,-14.0,-23.0,-16.0,0.0
-47.0,-12.0,-2.0,18.0,4.0,-3.0,-9.0,-9.0,-20.0,-28.0,0.0
-48.0,-6.0,2.0,16.0,9.0,-6.0,-8.0,2.0,-21.0,-45.0,0.0
-31.0,8.0,2.0,3.0,20.0,0.0,-10.0,14.0,-20.0,-53.0,0.0
-19.0,18.0,-13.0,5.0,31.0,7.0,-10.0,11.0,-24.0,-50.0,0.0
-9.0,20.0,0.0,0.0,30.0,13.0,2.0,3.0,-36.0,-53.0,0.0
-7.0,23.0,4.0,-3.0,29.0,14.0,3.0,1.0,-29.0,-42.0,0.0
-5.0,26.0,3.0,9.0,24.0,9.0,-5.0,8.0,-9.0,-28.0,0.0
6.0,20.0,7.0,1.0,15.0,0.0,-9.0,6.0,0.0,-23.0,0.0
12.0,18.0,-2.0,4.0,7.0,0.0,-7.0,6.0,0.0,-17.0,0.0
14.0,12.0,-5.0,6.0,2.0,-3.0,-9.0,7.0,16.0,-11.0,0.0
4.0,7.0,-18.0,0.0,0.0,-8.0,-8.0,11.0,13.0,-13.0,0.0
-2.0,12.0,-23.0,5.0,0.0,-8.0,-11.0,9.0,-2.0,-14.0,0.0
0.0,11.0,-12.0,-1.0,1.0,-5.0,-13.0,6.0,2.0,-11.0,0.0
3.0,-2.0,-13.0,-5.0,1.0,-9.0,-25.0,-2.0,12.0,-12.0,0.0
5.0,-13.0,-18.0,-8.0,8.0,-3.0,-20.0,-9.0,12.0,-14.0,0.0
7.0,-23.0,-16.0,-18.0,-3.0,-6.0,-14.0,3.0,0.0,-16.0,0.0
9.0,-25.0,-16.0,-23.0,-13.0,-11.0,-19.0,2.0,-9.0,-4.0,0.0
18.0,-20.0,-25.0,-39.0,2.0,-10.0,-12.0,10.0,0.0,13.0,0.0
19.0,-18.0,-31.0,-35.0,6.0,-10.0,6.0,6.0,15.0,19.0,0.0
22.0,-21.0,-27.0,-31.0,7.0,-10.0,6.0,7.0,14.0,-5.0,0.0
51.0,-19.0,-14.0,-34.0,15.0,-10.0,4.0,16.0,21.0,-2.0,0.0
62.0,-8.0,-12.0,-36.0,5.0,-4.0,2.0,16.0,30.0,5.0,0.0
51.0,-7.0,-13.0,-28.0,10.0,2.0,8.0,13.0,20.0,5.0,0.0
37.0,-6.0,-11.0,-12.0,23.0,6.0,0.0,8.0,3.0,8.0,0.0
26.0,-6.0,-5.0,1.0,23.0,0.0,-9.0,3.0,-8.0,3.0,0.0
36.0,-6.0,-1.0,3.0,15.0,3.0,-5.0,6.0,-13.0,3.0,0.0
47.0,-17.0,0.0,6.0,22.0,6.0,-7.0,0.0,-12.0,-2.0,0.0
56.0,-21.0,0.0,14.0,35.0,0.0,1.0,-2.0,-19.0,5.0,0.0
71.0,-24.0,-4.0,14.0,42.0,-1.0,-9.0,-2.0,-21.0,17.0,0.0
64.0,-17.0,-2.0,21.0,28.0,-6.0,-10.0,-1.0,-19.0,12.0,0.0
58.0,-15.0,-10.0,14.0,15.0,-6.0,-18.0,-7.0,-6.0,15.0,0.0
