channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-18.0,-2.0,15.0,22.0,14.0,30.0,9.0,-19.0,-16.0,-18.0,0.0
-29.0,3.0,28.0,20.0,9.0,29.0,13.0,-5.0,-14.0,-32.0,0.0
-21.0,10.0,58.0,26.0,2.0,20.0,-3.0,-8.0,-11.0,-17.0,0.0
-13.0,2.0,94.0,34.0,-8.0,-7.0,-16.0,-23.0,-18.0,-7.0,0.0
-15.0,5.0,137.0,45.0,-19.0,-20.0,-15.0,-25.0,-26.0,-29.0,0.0
-9.0,11.0,162.0,36.0,-14.0,-23.0,-13.0,-24.0,-26.0,-34.0,0.0
-19.0,3.0,117.0,11.0,-13.0,-25.0,-9.0,-27.0,-27.0,-32.0,0.0
-17.0,-26.0,-33.0,-18.0,-8.0,-7.0,3.0,-16.0,-22.0,-24.0,0.0
25.0,-32.0,-230.0,-89.0,-13.0,1.0,11.0,13.0,21.0,14.0,0.0
26.0,-31.0,-250.0,-110.0,-25.0,-2.0,15.0,18.0,32.0,24.0,0.0
-6.0,-23.0,-119.0,-43.0,-13.0,0.0,16.0,8.0,13.0,-6.0,0.0
-24.0,-8.0,-16.0,31.0,13.0,4.0,0.0,-8.0,-13.0,-28.0,0.0
-28.0,-7.0,11.0,59.0,37.0,8.0,-14.0,-13.0,-32.0,-37.0,0.0
-26.0,10.0,-6.0,41.0,42.0,32.0,-10.0,4.0,-11.0,-16.0,0.0
-34.0,4.0,-16.0,23.0,28.0,36.0,0.0,1.0,-4.0,-13.0,0.0
-33.0,-19.0,-19.0,28.0,11.0,33.0,-3.0,-10.0,-15.0,-21.0,0.0
-27.0,-30.0,-51.0,-3.0,-9.0,40.0,-17.0,-7.0,-10.0,-22.0,0.0
-15.0,-8.0,-57.0,-14.0,-25.0,30.0,-8.0,-14.0,5.0,-11.0,0.0
-13.0,9.0,-38.0,-4.0,-26.0,19.0,0.0,-20.0,16.0,-9.0,0.0
-11.0,23.0,-19.0,-7.0,-26.0,5.0,-4.0,-14.0,26.0,6.0,0.0
