channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-76.0,-71.0,-40.0,-58.0,-15.0,-33.0,47.0,-16.0,-39.0,-38.0,0.0
-66.0,-66.0,-43.0,-43.0,-4.0,-9.0,55.0,-15.0,-27.0,-41.0,0.0
-51.0,-42.0,-38.0,-16.0,-3.0,-11.0,40.0,-8.0,-23.0,-32.0,0.0
-27.0,-16.0,-23.0,-4.0,2.0,-9.0,27.0,-8.0,-19.0,-3.0,0.0
5.0,13.0,6.0,0.0,16.0,0.0,8.0,-4.0,9.0,16.0,0.0
33.0,33.0,30.0,10.0,29.0,0.0,-7.0,17.0,25.0,41.0,0.0
58.0,47.0,49.0,32.0,41.0,17.0,-25.0,35.0,34.0,61.0,0.0
74.0,67.0,66.0,39.0,58.0,31.0,-44.0,36.0,31.0,64.0,0.0
81.0,64.0,61.0,36.0,60.0,43.0,-50.0,29.0,18.0,61.0,0.0
76.0,58.0,46.0,25.0,45.0,37.0,-59.0,21.0,-1.0,31.0,0.0
69.0,49.0,45.0,31.0,19.0,21.0,-51.0,6.0,-13.0,8.0,0.0
59.0,46.0,39.0,21.0,2.0,10.0,-43.0,1.0,-23.0,-1.0,0.0
22.0,22.0,27.0,3.0,0.0,-5.0,-31.0,-12.0,-21.0,-11.0,0.0
12.0,0.0,14.0,-29.0,-11.0,-22.0,-13.0,-25.0,-12.0,-18.0,0.0
-1.0,-8.0,0.0,-58.0,-21.0,-24.0,2.0,-26.0,-14.0,-12.0,0.0
-25.0,-31.0,-26.0,-73.0,-37.0,-32.0,32.0,-25.0,-24.0,-11.0,0.0
-39.0,-53.0,-51.0,-74.0,-44.0,-24.0,67.0,-36.0,-23.0,-14.0,0.0
-43.0,-49.0,-52.0,-80.0,-40.0,-8.0,81.0,-33.0,-7.0,-19.0,0.0
-25.0,-41.0,-47.0,-70.0,-31.0,12.0,66.0,-24.0,10.0,-18.0,0.0
-16.0,-17.0,-50.0,-38.0,-16.0,26.0,30.0,-30.0,17.0,-28.0,0.0
7.0,2.0,-26.0,-2.0,5.0,37.0,3.0,-30.0,16.0,-18.0,0.0
34.0,33.0,2.0,13.0,32.0,40.0,-17.0,-16.0,10.0,-4.0,0.0
57.0,50.0,23.0,16.0,50.0,51.0,-37.0,1.0,2.0,5.0,0.0
70.0,70.0,39.0,14.0,53.0,56.0,-63.0,12.0,17.0,3.0,0.0
78.0,75.0,40.0,30.0,57.0,66.0,-70.0,20.0,26.0,7.0,0.0
71.0,68.0,32.0,23.0,61.0,61.0,-62.0,16.0,16.0,16.0,0.0
51.0,54.0,19.0,25.0,46.0,44.0,-57.0,12.0,7.0,15.0,0.0
25.0,30.0,18.0,38.0,28.0,21.0,-48.0,19.0,4.0,3.0,0.0
-2.0,13.0,-12.0,24.0,12.0,11.0,-6.0,25.0,17.0,-3.0,0.0
-24.0,-8.0,-27.0,14.0,-9.0,-1.0,16.0,16.0,22.0,-12.0,0.0
-22.0,-20.0,-24.0,-2.0,-22.0,-16.0,40.0,14.0,19.0,-23.0,0.0
-44.0,-36.0,-45.0,-29.0,-49.0,-30.0,58.0,5.0,16.0,-33.0,0.0
-71.0,-51.0,-61.0,-42.0,-54.0,-49.0,73.0,-10.0,0.0,-47.0,0.0
-71.0,-61.0,-61.0,-43.0,-52.0,-47.0,74.0,-27.0,-20.0,-57.0,0.0
-54.0,-48.0,-58.0,-34.0,-38.0,-32.0,57.0,-25.0,-19.0,-48.0,0.0
-34.0,-24.0,-47.0,-24.0,-23.0,-27.0,54.0,-19.0,-10.0,-43.0,0.0
-13.0,-15.0,-12.0,-3.0,-8.0,-16.0,47.0,-9.0,3.0,-23.0,0.0
2.0,3.0,25.0,7.0,15.0,0.0,34.0,5.0,23.0,5.0,0.0
29.0,14.0,42.0,16.0,39.0,10.0,16.0,17.0,40.0,15.0,0.0
50.0,31.0,51.0,22.0,46.0,12.0,3.0,36.0,55.0,31.0,0.0
50.0,52.0,50.0,32.0,50.0,19.0,-20.0,48.0,69.0,23.0,0.0
58.0,55.0,57.0,38.0,58.0,12.0,-37.0,45.0,73.0,24.0,0.0
50.0,46.0,47.0,34.0,54.0,7.0,-35.0,39.0,61.0,18.0,0.0
42.0,39.0,35.0,27.0,34.0,-1.0,-36.0,29.0,62.0,9.0,0.0
26.0,12.0,22.0,19.0,22.0,-14.0,-39.0,11.0,47.0,9.0,0.0
7.0,-10.0,8.0,0.0,15.0,-22.0,-21.0,-1.0,27.0,13.0,0.0
-14.0,-31.0,-1.0,-12.0,-8.0,-28.0,-14.0,-2.0,0.0,13.0,0.0
-38.0,-51.0,-20.0,-29.0,-29.0,-30.0,-2.0,-15.0,-14.0,6.0,0.0
-62.0,-64.0,-62.0,-44.0,-51.0,-35.0,12.0,-21.0,-22.0,-15.0,0.0
-80.0,-49.0,-75.0,-49.0,-66.0,-42.0,45.0,-24.0,-28.0,-31.0,0.0
-78.0,-13.0,-57.0,-41.0,-52.0,-47.0,61.0,-29.0,-24.0,-55.0,0.0
-57.0,18.0,-50.0,-27.0,-24.0,-42.0,40.0,-29.0,-26.0,-37.0,0.0
-32.0,23.0,-34.0,-23.0,-13.0,-22.0,38.0,-25.0,-12.0,-3.0,0.0
-9.0,17.0,-7.0,5.0,3.0,0.0,28.0,-10.0,3.0,12.0,0.0
9.0,15.0,6.0,30.0,30.0,20.0,7.0,10.0,6.0,17.0,0.0
34.0,35.0,12.0,47.0,51.0,25.0,-13.0,19.0,-3.0,17.0,0.0
55.0,60.0,24.0,61.0,69.0,35.0,-39.0,29.0,-6.0,27.0,0.0
65.0,65.0,31.0,74.0,84.0,44.0,-46.0,38.0,-4.0,33.0,0.0
48.0,64.0,19.0,69.0,84.0,37.0,-50.0,35.0,-6.0,16.0,0.0
32.0,38.0,7.0,61.0,66.0,20.0,-45.0,39.0,-3.0,1.0,0.0
19.0,11.0,-18.0,44.0,41.0,8.0,-40.0,26.0,-11.0,4.0,0.0
7.0,-11.0,-32.0,25.0,26.0,-6.0,-23.0,13.0,-16.0,1.0,0.0
-13.0,-31.0,-37.0,10.0,12.0,-22.0,4.0,4.0,-21.0,-10.0,0.0
-26.0,-47.0,-57.0,-4.0,-11.0,-30.0,16.0,3.0,-35.0,-6.0,0.0
-54.0,-71.0,-76.0,-21.0,-28.0,-44.0,39.0,-8.0,-43.0,-17.0,0.0
-82.0,-88.0,-88.0,-48.0,-47.0,-63.0,55.0,-26.0,-40.0,-34.0,0.0
-91.0,-91.0,-94.0,-50.0,-55.0,-71.0,59.0,-31.0,-39.0,-28.0,0.0
-74.0,-75.0,-79.0,-24.0,-42.0,-59.0,68.0,-30.0,-30.0,-10.0,0.0
-53.0,-44.0,-48.0,-17.0,-41.0,-54.0,48.0,-19.0,-21.0,0.0,0.0
-22.0,-28.0,-15.0,0.0,-29.0,-41.0,38.0,-8.0,-11.0,0.0,0.0
-1.0,-22.0,-3.0,18.0,-1.0,-18.0,30.0,-8.0,0.0,-13.0,0.0
16.0,-2.0,17.0,35.0,16.0,1.0,1.0,3.0,4.0,-1.0,0.0
15.0,20.0,30.0,40.0,23.0,4.0,-10.0,17.0,6.0,14.0,0.0
27.0,34.0,42.0,51.0,34.0,14.0,-36.0,24.0,-1.0,17.0,0.0
43.0,37.0,47.0,63.0,44.0,33.0,-50.0,35.0,-6.0,24.0,0.0
33.0,32.0,43.0,52.0,37.0,29.0,-58.0,28.0,-11.0,20.0,0.0
22.0,23.0,30.0,49.0,17.0,19.0,-40.0,13.0,-2.0,10.0,0.0
18.0,19.0,20.0,44.0,3.0,8.0,-27.0,7.0,3.0,17.0,0.0
14.0,15.0,2.0,7.0,-8.0,-3.0,-16.0,3.0,8.0,16.0,0.0
-20.0,2.0,-21.0,-28.0,-24.0,-11.0,4.0,0.0,6.0,10.0,0.0
-38.0,-21.0,-28.0,-42.0,-33.0,-33.0,28.0,-8.0,0.0,7.0,0.0
-31.0,-37.0,-41.0,-50.0,-42.0,-52.0,40.0,-20.0,-3.0,-10.0,0.0
-54.0,-54.0,-51.0,-61.0,-47.0,-51.0,62.0,-25.0,1.0,-35.0,0.0
-61.0,-62.0,-56.0,-52.0,-42.0,-43.0,75.0,-41.0,-7.0,-57.0,0.0
-30.0,-53.0,-35.0,-21.0,-35.0,-36.0,65.0,-47.0,-20.0,-35.0,0.0
-8.0,-32.0,-26.0,10.0,-13.0,-32.0,44.0,-25.0,-2.0,11.0,0.0
2.0,-16.0,-14.0,25.0,6.0,-13.0,17.0,-10.0,12.0,21.0,0.0
20.0,9.0,21.0,28.0,18.0,2.0,0.0,-2.0,14.0,26.0,0.0
39.0,40.0,40.0,38.0,22.0,8.0,-20.0,0.0,17.0,42.0,0.0
75.0,63.0,59.0,52.0,37.0,17.0,-40.0,-9.0,21.0,51.0,0.0
97.0,73.0,72.0,57.0,46.0,24.0,-50.0,5.0,37.0,47.0,0.0
94.0,68.0,58.0,56.0,52.0,23.0,-56.0,24.0,66.0,57.0,0.0
91.0,38.0,49.0,59.0,43.0,13.0,-54.0,38.0,93.0,63.0,0.0
54.0,17.0,40.0,49.0,26.0,7.0,-39.0,43.0,91.0,62.0,0.0
19.0,1.0,26.0,26.0,22.0,-4.0,-11.0,29.0,70.0,52.0,0.0
1.0,-4.0,18.0,13.0,9.0,-14.0,3.0,-1.0,41.0,21.0,0.0
-11.0,-5.0,11.0,8.0,-11.0,-21.0,-8.0,-31.0,4.0,-15.0,0.0
-38.0,-17.0,-3.0,-8.0,-22.0,-25.0,-9.0,-61.0,-29.0,-57.0,0.0
-53.0,-26.0,-27.0,-26.0,-25.0,-33.0,15.0,-79.0,-58.0,-82.0,0.0
-44.0,-24.0,-55.0,-26.0,-38.0,-33.0,35.0,-75.0,-57.0,-79.0,0.0
-41.0,-17.0,-59.0,-26.0,-41.0,-29.0,50.0,-68.0,-40.0,-71.0,1.0
-30.0,-10.0,-53.0,-14.0,-29.0,-26.0,51.0,-51.0,-16.0,-56.0,1.0
-19.0,-8.0,-46.0,0.0,-18.0,-11.0,44.0,-29.0,-2.0,-31.0,1.0
0.0,-4.0,-30.0,6.0,-6.0,6.0,7.0,-20.0,1.0,-14.0,1.0
25.0,22.0,-25.0,19.0,6.0,17.0,-19.0,-9.0,19.0,-10.0,1.0
59.0,43.0,0.0,27.0,9.0,19.0,-31.0,-6.0,24.0,5.0,1.0
