channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
-89.0,-36.0,38.0,10.0,3.0,13.0,-21.0,-6.0,-7.0,-26.0,0.0
-72.0,-32.0,29.0,6.0,-15.0,8.0,-23.0,-15.0,-20.0,-28.0,0.0
-49.0,-32.0,5.0,4.0,-33.0,-4.0,-21.0,-12.0,-23.0,-17.0,0.0
-26.0,-14.0,-9.0,-5.0,-36.0,-8.0,-15.0,-14.0,-19.0,-17.0,0.0
-6.0,8.0,-11.0,-12.0,-35.0,-17.0,-3.0,-17.0,-17.0,-16.0,0.0
20.0,20.0,-8.0,-22.0,-28.0,-7.0,-4.0,-15.0,-22.0,-14.0,0.0
13.0,16.0,-15.0,-19.0,-19.0,-1.0,-8.0,0.0,-1.0,-11.0,0.0
-6.0,-1.0,-14.0,-9.0,-22.0,6.0,3.0,13.0,11.0,-2.0,0.0
-5.0,5.0,-2.0,-5.0,-20.0,7.0,11.0,25.0,21.0,15.0,0.0
14.0,16.0,10.0,1.0,0.0,20.0,18.0,23.0,29.0,16.0,0.0
31.0,25.0,12.0,5.0,6.0,30.0,16.0,21.0,18.0,19.0,0.0
46.0,34.0,9.0,3.0,9.0,36.0,6.0,10.0,22.0,28.0,0.0
70.0,34.0,5.0,-10.0,-2.0,48.0,0.0,14.0,32.0,43.0,0.0
81.0,19.0,-5.0,-34.0,-5.0,44.0,-1.0,13.0,22.0,43.0,0.0
72.0,-1.0,-12.0,-49.0,-8.0,40.0,-3.0,10.0,27.0,38.0,0.0
64.0,7.0,-2.0,-56.0,-27.0,27.0,4.0,16.0,32.0,26.0,0.0
54.0,33.0,11.0,-49.0,-35.0,20.0,5.0,8.0,25.0,20.0,0.0
53.0,63.0,37.0,-52.0,-21.0,19.0,-5.0,-4.0,7.0,1.0,0.0
97.0,89.0,61.0,-60.0,-24.0,2.0,-19.0,-19.0,3.0,-12.0,0.0
154.0,79.0,30.0,-52.0,-25.0,-9.0,-21.0,-23.0,1.0,-7.0,0.0
184.0,95.0,0.0,-26.0,1.0,-25.0,-36.0,-38.0,-21.0,-20.0,0.0
176.0,108.0,-2.0,-19.0,4.0,-46.0,-29.0,-48.0,-22.0,-28.0,0.0
111.0,95.0,11.0,-24.0,-17.0,-53.0,-20.0,-49.0,-16.0,-14.0,0.0
16.0,71.0,44.0,-25.0,-36.0,-56.0,-30.0,-44.0,-27.0,-15.0,0.0
-89.0,30.0,63.0,-12.0,-30.0,-41.0,-19.0,-12.0,7.0,11.0,0.0
