channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
95.0,56.0,79.0,107.0,72.0,49.0,-4.0,16.0,36.0,78.0,0.0
60.0,37.0,60.0,79.0,54.0,27.0,-13.0,1.0,25.0,63.0,0.0
25.0,18.0,24.0,35.0,25.0,0.0,-18.0,-16.0,14.0,36.0,0.0
0.0,-5.0,-13.0,5.0,3.0,-24.0,-14.0,-29.0,-11.0,12.0,0.0
-28.0,-33.0,-37.0,-15.0,-16.0,-39.0,-8.0,-47.0,-19.0,-16.0,0.0
-70.0,-56.0,-56.0,-40.0,-40.0,-51.0,-3.0,-45.0,-35.0,-36.0,0.0
-109.0,-74.0,-74.0,-44.0,-52.0,-69.0,-3.0,-59.0,-45.0,-62.0,0.0
-120.0,-72.0,-78.0,-34.0,-53.0,-66.0,0.0,-59.0,-58.0,-72.0,0.0
-102.0,-58.0,-72.0,-33.0,-51.0,-55.0,9.0,-46.0,-49.0,-63.0,0.0
-80.0,-35.0,-52.0,-15.0,-40.0,-49.0,9.0,-42.0,-40.0,-63.0,0.0
-48.0,-19.0,-19.0,2.0,-12.0,-26.0,7.0,-30.0,-29.0,-40.0,0.0
-11.0,-11.0,5.0,25.0,17.0,-2.0,7.0,-4.0,-6.0,-4.0,0.0
22.0,16.0,18.0,57.0,38.0,20.0,13.0,6.0,8.0,37.0,0.0
46.0,29.0,32.0,78.0,52.0,52.0,23.0,14.0,18.0,57.0,0.0
74.0,35.0,55.0,93.0,70.0,65.0,9.0,32.0,42.0,70.0,0.0
93.0,51.0,69.0,95.0,91.0,66.0,6.0,38.0,64.0,75.0,0.0
90.0,61.0,62.0,94.0,84.0,60.0,12.0,36.0,63.0,79.0,0.0
83.0,49.0,39.0,88.0,59.0,42.0,10.0,36.0,53.0,59.0,0.0
55.0,32.0,19.0,74.0,39.0,29.0,20.0,32.0,34.0,38.0,0.0
13.0,2.0,-5.0,40.0,21.0,18.0,25.0,12.0,17.0,1.0,0.0
-22.0,-32.0,-33.0,13.0,2.0,4.0,24.0,-14.0,1.0,-30.0,0.0
-51.0,-44.0,-61.0,-16.0,-21.0,-11.0,7.0,-27.0,-23.0,-46.0,0.0
-78.0,-60.0,-74.0,-44.0,-50.0,-37.0,-5.0,-47.0,-57.0,-70.0,0.0
-99.0,-73.0,-83.0,-65.0,-80.0,-52.0,-14.0,-57.0,-72.0,-81.0,0.0
-93.0,-70.0,-78.0,-64.0,-82.0,-52.0,-10.0,-62.0,-77.0,-83.0,0.0
-68.0,-55.0,-71.0,-56.0,-62.0,-40.0,0.0,-54.0,-60.0,-77.0,0.0
-51.0,-33.0,-43.0,-30.0,-44.0,-30.0,4.0,-49.0,-37.0,-54.0,0.0
-23.0,-2.0,-7.0,-3.0,-16.0,-22.0,11.0,-24.0,-14.0,-12.0,0.0
22.0,26.0,5.0,17.0,8.0,-15.0,12.0,0.0,-6.0,17.0,0.0
60.0,49.0,43.0,41.0,38.0,9.0,20.0,24.0,3.0,40.0,0.0
94.0,52.0,72.0,57.0,59.0,33.0,19.0,42.0,26.0,54.0,0.0
119.0,62.0,85.0,63.0,65.0,38.0,2.0,45.0,50.0,59.0,0.0
129.0,69.0,98.0,62.0,76.0,44.0,-17.0,38.0,53.0,65.0,0.0
123.0,66.0,85.0,52.0,69.0,48.0,-20.0,30.0,55.0,56.0,0.0
105.0,41.0,59.0,41.0,54.0,39.0,-11.0,25.0,51.0,36.0,0.0
60.0,17.0,26.0,25.0,32.0,16.0,-6.0,8.0,29.0,23.0,0.0
11.0,-8.0,-8.0,6.0,6.0,-3.0,-20.0,-7.0,3.0,-6.0,0.0
-6.0,-19.0,-35.0,-18.0,-20.0,-25.0,-18.0,-10.0,-12.0,-39.0,0.0
-26.0,-25.0,-38.0,-36.0,-44.0,-44.0,-17.0,-24.0,-32.0,-56.0,0.0
-59.0,-43.0,-52.0,-69.0,-60.0,-61.0,-14.0,-46.0,-47.0,-66.0,0.0
-89.0,-71.0,-74.0,-94.0,-68.0,-68.0,-5.0,-54.0,-64.0,-93.0,0.0
-89.0,-66.0,-75.0,-85.0,-72.0,-54.0,8.0,-34.0,-55.0,-98.0,0.0
-67.0,-35.0,-47.0,-71.0,-62.0,-54.0,14.0,-28.0,-35.0,-82.0,0.0
-42.0,-18.0,-25.0,-53.0,-41.0,-44.0,19.0,-20.0,-31.0,-58.0,0.0
-9.0,15.0,-2.0,-30.0,-18.0,-19.0,31.0,-10.0,-21.0,-29.0,0.0
23.0,48.0,19.0,-1.0,15.0,3.0,30.0,5.0,-6.0,-4.0,0.0
49.0,70.0,36.0,21.0,35.0,22.0,27.0,29.0,12.0,21.0,0.0
77.0,70.0,58.0,37.0,45.0,39.0,4.0,45.0,37.0,49.0,0.0
93.0,78.0,72.0,48.0,68.0,52.0,-6.0,47.0,57.0,66.0,0.0
91.0,74.0,58.0,49.0,77.0,51.0,-6.0,41.0,59.0,64.0,0.0
82.0,56.0,50.0,39.0,61.0,46.0,-7.0,34.0,27.0,48.0,0.0
64.0,39.0,40.0,19.0,44.0,36.0,-7.0,20.0,5.0,26.0,0.0
26.0,2.0,33.0,-3.0,27.0,20.0,-4.0,0.0,0.0,7.0,0.0
0.0,-27.0,13.0,-32.0,0.0,-6.0,-5.0,-23.0,-23.0,-17.0,0.0
15.0,-16.0,3.0,-52.0,-27.0,-32.0,-17.0,-28.0,-37.0,-44.0,0.0
36.0,-10.0,-13.0,-70.0,-53.0,-51.0,-18.0,-30.0,-44.0,-59.0,0.0
-16.0,-16.0,-44.0,-86.0,-73.0,-68.0,0.0,-41.0,-51.0,-90.0,0.0
-67.0,-1.0,-59.0,-83.0,-76.0,-53.0,8.0,-46.0,-55.0,-99.0,0.0
-96.0,-29.0,-59.0,-70.0,-65.0,-34.0,10.0,-39.0,-42.0,-85.0,0.0
-100.0,-53.0,-46.0,-57.0,-47.0,-22.0,6.0,-33.0,-38.0,-79.0,0.0
-80.0,-39.0,-28.0,-47.0,-25.0,0.0,9.0,-23.0,-25.0,-50.0,0.0
-38.0,-2.0,6.0,-36.0,4.0,26.0,-2.0,-8.0,2.0,-6.0,0.0
0.0,21.0,38.0,-20.0,30.0,40.0,-7.0,6.0,13.0,22.0,0.0
46.0,42.0,59.0,1.0,48.0,56.0,-7.0,30.0,25.0,43.0,0.0
74.0,65.0,74.0,16.0,66.0,71.0,-22.0,47.0,43.0,58.0,0.0
81.0,79.0,72.0,42.0,71.0,75.0,-14.0,49.0,65.0,71.0,0.0
85.0,77.0,75.0,36.0,67.0,77.0,2.0,44.0,79.0,85.0,0.0
69.0,66.0,68.0,34.0,56.0,65.0,0.0,34.0,73.0,77.0,0.0
39.0,36.0,47.0,15.0,34.0,50.0,-3.0,20.0,39.0,61.0,0.0
10.0,0.0,16.0,-5.0,6.0,31.0,-4.0,4.0,15.0,32.0,0.0
-26.0,-23.0,-9.0,-26.0,-21.0,9.0,0.0,-6.0,-2.0,-1.0,0.0
-49.0,-49.0,-35.0,-52.0,-32.0,-4.0,7.0,-20.0,-20.0,-35.0,0.0
-83.0,-85.0,-57.0,-73.0,-59.0,-25.0,12.0,-40.0,-36.0,-69.0,0.0
-108.0,-106.0,-77.0,-80.0,-70.0,-38.0,18.0,-47.0,-56.0,-89.0,0.0
