channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
15.0,-31.0,-19.0,31.0,-2.0,14.0,9.0,29.0,-21.0,-27.0,0.0
8.0,-23.0,3.0,47.0,17.0,25.0,13.0,22.0,-13.0,-35.0,0.0
11.0,-9.0,24.0,41.0,31.0,23.0,2.0,14.0,-5.0,22.0,0.0
25.0,16.0,42.0,39.0,30.0,24.0,-3.0,13.0,17.0,67.0,0.0
37.0,45.0,22.0,6.0,14.0,13.0,2.0,24.0,22.0,50.0,0.0
48.0,42.0,-2.0,-28.0,0.0,9.0,-13.0,28.0,18.0,39.0,0.0
36.0,29.0,10.0,-30.0,-7.0,18.0,-9.0,25.0,12.0,20.0,0.0
16.0,12.0,11.0,-21.0,-10.0,15.0,2.0,16.0,0.0,-14.0,0.0
9.0,-7.0,8.0,-15.0,-3.0,16.0,5.0,9.0,-9.0,-32.0,0.0
8.0,-9.0,6.0,0.0,1.0,19.0,12.0,-3.0,-21.0,-45.0,0.0
-10.0,-13.0,0.0,13.0,-4.0,-4.0,12.0,-22.0,0.0,-2.0,0.0
-39.0,-32.0,-19.0,11.0,-6.0,-9.0,7.0,-21.0,30.0,65.0,0.0
-41.0,-27.0,-28.0,18.0,9.0,-1.0,3.0,2.0,19.0,42.0,0.0
4.0,15.0,-25.0,16.0,16.0,9.0,16.0,11.0,-12.0,-3.0,0.0
25.0,20.0,-23.0,0.0,3.0,-13.0,14.0,0.0,3.0,-2.0,0.0
4.0,-3.0,-13.0,0.0,1.0,-30.0,9.0,5.0,41.0,-16.0,0.0
-17.0,3.0,13.0,6.0,13.0,-11.0,-5.0,13.0,34.0,-38.0,0.0
-18.0,-14.0,12.0,2.0,-3.0,1.0,13.0,17.0,20.0,-69.0,0.0
-6.0,-42.0,-10.0,-16.0,-13.0,-2.0,27.0,14.0,24.0,0.0,0.0
19.0,-33.0,-19.0,-19.0,-19.0,-7.0,5.0,11.0,34.0,123.0,0.0
37.0,5.0,-1.0,-4.0,-1.0,8.0,0.0,17.0,36.0,62.0,0.0
48.0,15.0,-30.0,-5.0,9.0,24.0,14.0,40.0,44.0,17.0,0.0
35.0,2.0,-76.0,-8.0,-1.0,3.0,12.0,34.0,30.0,-4.0,0.0
21.0,-3.0,-97.0,-1.0,2.0,1.0,-9.0,15.0,-9.0,-19.0,0.0
0.0,-12.0,-94.0,6.0,25.0,2.0,-20.0,13.0,-15.0,-26.0,0.0
-12.0,-15.0,-86.0,2.0,33.0,8.0,-14.0,8.0,0.0,-23.0,0.0
3.0,-4.0,-46.0,-2.0,22.0,3.0,-32.0,2.0,10.0,11.0,0.0
19.0,-5.0,41.0,-29.0,8.0,4.0,-24.0,0.0,29.0,36.0,0.0
39.0,7.0,183.0,-33.0,2.0,19.0,-3.0,4.0,29.0,23.0,0.0
33.0,32.0,218.0,-1.0,0.0,14.0,-8.0,11.0,5.0,-10.0,0.0
-3.0,4.0,28.0,21.0,-15.0,-10.0,-23.0,-5.0,-18.0,-36.0,0.0
-33.0,-28.0,-71.0,19.0,-14.0,-14.0,-36.0,-21.0,-25.0,-56.0,0.0
-33.0,-19.0,-34.0,9.0,4.0,-2.0,-28.0,-11.0,-28.0,-49.0,0.0
-25.0,-26.0,-6.0,13.0,8.0,8.0,-15.0,0.0,-27.0,-45.0,0.0
-18.0,-27.0,0.0,16.0,5.0,8.0,-31.0,10.0,-29.0,-53.0,0.0
-11.0,-19.0,-15.0,8.0,0.0,-7.0,-30.0,7.0,-41.0,-59.0,0.0
8.0,8.0,-12.0,2.0,5.0,-6.0,-31.0,2.0,-34.0,-47.0,0.0
18.0,24.0,11.0,5.0,2.0,-3.0,-19.0,-2.0,-28.0,-51.0,0.0
