channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
37.0,-8.0,-38.0,-37.0,4.0,13.0,27.0,30.0,10.0,-3.0,0.0
33.0,-6.0,-40.0,-49.0,-13.0,-17.0,19.0,29.0,18.0,23.0,0.0
41.0,-9.0,-39.0,-56.0,-27.0,-36.0,11.0,24.0,11.0,35.0,0.0
45.0,-22.0,-44.0,-50.0,-20.0,-34.0,9.0,24.0,14.0,35.0,0.0
44.0,-6.0,-38.0,-27.0,-20.0,-31.0,6.0,19.0,12.0,29.0,0.0
62.0,0.0,-25.0,-10.0,-20.0,-38.0,2.0,21.0,6.0,39.0,0.0
61.0,-11.0,-21.0,-25.0,-13.0,-45.0,0.0,18.0,3.0,43.0,0.0
46.0,-6.0,-10.0,-19.0,-9.0,-28.0,-4.0,11.0,0.0,46.0,0.0
26.0,-1.0,-3.0,8.0,0.0,-7.0,-9.0,3.0,9.0,25.0,0.0
8.0,8.0,5.0,23.0,8.0,10.0,-20.0,0.0,13.0,10.0,0.0
-2.0,11.0,22.0,27.0,24.0,32.0,-21.0,-2.0,9.0,10.0,0.0
-23.0,-3.0,28.0,34.0,36.0,30.0,-21.0,-10.0,-4.0,-1.0,0.0
-26.0,4.0,22.0,36.0,37.0,25.0,-26.0,-16.0,-8.0,-9.0,0.0
-19.0,9.0,23.0,36.0,31.0,20.0,-34.0,-16.0,-14.0,-11.0,0.0
-14.0,4.0,15.0,19.0,16.0,9.0,-32.0,-18.0,-7.0,-18.0,0.0
-4.0,8.0,3.0,5.0,1.0,8.0,-25.0,-5.0,23.0,-10.0,0.0
6.0,10.0,-22.0,-5.0,-12.0,-4.0,-5.0,9.0,25.0,-4.0,0.0
14.0,12.0,-40.0,-25.0,-16.0,-33.0,3.0,13.0,28.0,-5.0,0.0
23.0,26.0,-46.0,-27.0,-20.0,-34.0,0.0,24.0,36.0,9.0,0.0
23.0,40.0,-25.0,-22.0,-27.0,-59.0,-9.0,21.0,37.0,17.0,0.0
23.0,35.0,-15.0,-18.0,-25.0,-67.0,-26.0,13.0,30.0,11.0,0.0
19.0,31.0,-16.0,-15.0,-16.0,-58.0,-26.0,8.0,30.0,13.0,0.0
23.0,30.0,-11.0,-26.0,-6.0,-39.0,0.0,11.0,29.0,11.0,0.0
36.0,24.0,-6.0,-31.0,-9.0,-37.0,8.0,3.0,15.0,12.0,0.0
29.0,17.0,1.0,-35.0,-15.0,-34.0,-11.0,4.0,2.0,21.0,0.0
18.0,12.0,-4.0,-28.0,-2.0,-19.0,-24.0,-5.0,4.0,22.0,0.0
4.0,3.0,5.0,-12.0,10.0,4.0,-21.0,-2.0,-2.0,4.0,0.0
-19.0,-11.0,12.0,-16.0,21.0,21.0,-11.0,3.0,-21.0,-6.0,0.0
-43.0,-10.0,13.0,-20.0,32.0,46.0,1.0,2.0,-22.0,-5.0,0.0
-55.0,-27.0,17.0,-21.0,39.0,49.0,13.0,7.0,-21.0,-19.0,0.0
-51.0,-29.0,28.0,-17.0,37.0,54.0,15.0,20.0,-16.0,-38.0,0.0
-39.0,-27.0,21.0,-3.0,27.0,36.0,9.0,11.0,-19.0,-45.0,0.0
-32.0,-17.0,14.0,1.0,13.0,10.0,11.0,3.0,-7.0,-34.0,0.0
-35.0,-17.0,12.0,3.0,1.0,5.0,13.0,18.0,13.0,-20.0,0.0
-32.0,-31.0,3.0,3.0,-5.0,11.0,29.0,33.0,28.0,-10.0,0.0
-48.0,-40.0,3.0,-13.0,0.0,0.0,41.0,37.0,28.0,-7.0,0.0
-45.0,-26.0,1.0,-22.0,-9.0,-14.0,33.0,40.0,18.0,-14.0,0.0
-17.0,5.0,9.0,-16.0,-10.0,-15.0,23.0,29.0,25.0,-17.0,0.0
15.0,20.0,19.0,-11.0,-11.0,-22.0,19.0,29.0,27.0,-9.0,0.0
30.0,28.0,29.0,-7.0,-13.0,-15.0,9.0,25.0,10.0,8.0,0.0
27.0,32.0,31.0,-15.0,-21.0,-6.0,9.0,15.0,0.0,10.0,0.0
-2.0,18.0,25.0,-14.0,-23.0,12.0,23.0,20.0,-2.0,-6.0,0.0
-33.0,-6.0,27.0,8.0,-4.0,29.0,19.0,17.0,-6.0,-22.0,0.0
-49.0,-7.0,42.0,20.0,18.0,39.0,10.0,-1.0,-7.0,-22.0,0.0
-53.0,-9.0,47.0,26.0,20.0,45.0,-10.0,-14.0,-12.0,-17.0,0.0
-56.0,-18.0,33.0,32.0,14.0,40.0,-12.0,-9.0,-17.0,-13.0,0.0
-37.0,-26.0,6.0,32.0,13.0,37.0,2.0,0.0,-3.0,-17.0,0.0
-27.0,-41.0,-7.0,32.0,12.0,35.0,8.0,-3.0,-19.0,-12.0,0.0
-50.0,-43.0,2.0,26.0,17.0,24.0,11.0,7.0,-25.0,-16.0,0.0
-30.0,-21.0,2.0,6.0,19.0,4.0,17.0,6.0,-6.0,-7.0,0.0
57.0,0.0,-13.0,-16.0,8.0,-13.0,9.0,-4.0,-11.0,17.0,0.0
72.0,5.0,-29.0,-19.0,5.0,-22.0,17.0,-2.0,-14.0,30.0,0.0
44.0,4.0,-27.0,-23.0,9.0,-32.0,24.0,7.0,-7.0,27.0,0.0
24.0,2.0,-27.0,-27.0,7.0,-34.0,11.0,21.0,-5.0,37.0,0.0
28.0,12.0,-25.0,-27.0,-4.0,-29.0,20.0,32.0,2.0,41.0,0.0
50.0,19.0,-10.0,-17.0,-5.0,-33.0,16.0,30.0,11.0,40.0,0.0
69.0,27.0,1.0,-12.0,2.0,-43.0,2.0,14.0,5.0,45.0,0.0
57.0,40.0,19.0,7.0,18.0,-21.0,-14.0,2.0,10.0,33.0,0.0
25.0,36.0,15.0,23.0,24.0,-1.0,-32.0,1.0,18.0,21.0,0.0
2.0,18.0,0.0,38.0,28.0,13.0,-35.0,4.0,4.0,9.0,0.0
-9.0,22.0,2.0,36.0,26.0,16.0,-35.0,-8.0,-9.0,-15.0,0.0
-10.0,22.0,15.0,14.0,17.0,20.0,-32.0,-13.0,-9.0,-22.0,0.0
-11.0,15.0,17.0,-2.0,19.0,27.0,-21.0,-8.0,-13.0,-27.0,0.0
-8.0,15.0,17.0,9.0,17.0,38.0,0.0,-4.0,-8.0,-22.0,0.0
-8.0,11.0,19.0,30.0,21.0,52.0,2.0,-1.0,-17.0,-12.0,0.0
2.0,12.0,20.0,23.0,13.0,35.0,-4.0,-4.0,-11.0,-8.0,0.0
15.0,11.0,28.0,-3.0,-3.0,8.0,3.0,13.0,-1.0,-4.0,0.0
2.0,13.0,13.0,-10.0,-13.0,-4.0,4.0,19.0,3.0,-1.0,0.0
-1.0,13.0,-12.0,-31.0,-14.0,-10.0,12.0,17.0,0.0,19.0,0.0
10.0,10.0,-26.0,-43.0,-21.0,-24.0,6.0,20.0,23.0,28.0,0.0
6.0,4.0,-35.0,-55.0,-29.0,-37.0,6.0,8.0,24.0,17.0,0.0
-2.0,3.0,-32.0,-64.0,-32.0,-34.0,-8.0,-2.0,19.0,13.0,0.0
-8.0,-1.0,-25.0,-62.0,-41.0,-32.0,-3.0,5.0,5.0,16.0,0.0
-13.0,0.0,-19.0,-48.0,-30.0,-18.0,0.0,4.0,6.0,22.0,0.0
-14.0,3.0,-6.0,-31.0,-16.0,-4.0,-17.0,0.0,2.0,19.0,0.0
-4.0,13.0,4.0,-15.0,-5.0,10.0,-30.0,1.0,2.0,5.0,0.0
-13.0,0.0,1.0,0.0,-3.0,5.0,-35.0,-11.0,-20.0,-10.0,0.0
-32.0,0.0,6.0,8.0,2.0,12.0,-37.0,-21.0,-36.0,-7.0,0.0
-49.0,-9.0,7.0,9.0,8.0,24.0,-32.0,-23.0,-39.0,-8.0,0.0
-53.0,-30.0,3.0,5.0,19.0,27.0,-27.0,-20.0,-34.0,-14.0,0.0
-57.0,-33.0,0.0,-3.0,19.0,33.0,-21.0,-25.0,-38.0,-27.0,0.0
-68.0,-24.0,4.0,-10.0,10.0,30.0,-13.0,-21.0,-31.0,-35.0,0.0
-66.0,-21.0,6.0,-9.0,-2.0,29.0,-3.0,-11.0,-15.0,-29.0,0.0
-56.0,-23.0,-9.0,-9.0,-8.0,19.0,9.0,0.0,-2.0,-16.0,0.0
-62.0,-17.0,-16.0,-17.0,-2.0,14.0,21.0,16.0,0.0,-3.0,0.0
-23.0,0.0,-26.0,-19.0,-14.0,0.0,28.0,21.0,11.0,19.0,0.0
74.0,44.0,-39.0,-32.0,-37.0,-32.0,7.0,15.0,31.0,66.0,0.0
140.0,68.0,-58.0,-59.0,-48.0,-47.0,-10.0,7.0,47.0,89.0,0.0
110.0,57.0,-54.0,-47.0,-40.0,-22.0,-4.0,10.0,50.0,71.0,0.0
72.0,43.0,-33.0,-28.0,-14.0,-6.0,5.0,37.0,35.0,45.0,0.0
51.0,23.0,-20.0,-15.0,0.0,4.0,14.0,31.0,18.0,33.0,0.0
38.0,30.0,-6.0,0.0,7.0,14.0,0.0,16.0,15.0,30.0,0.0
47.0,35.0,-8.0,17.0,3.0,18.0,-14.0,1.0,8.0,32.0,0.0
47.0,21.0,-11.0,26.0,5.0,9.0,-25.0,-21.0,-5.0,16.0,0.0
22.0,14.0,16.0,48.0,20.0,17.0,-41.0,-33.0,-28.0,7.0,0.0
13.0,11.0,40.0,58.0,32.0,33.0,-47.0,-22.0,-26.0,4.0,0.0
10.0,-7.0,35.0,41.0,33.0,36.0,-24.0,-11.0,-18.0,0.0,0.0
-4.0,-30.0,9.0,45.0,32.0,29.0,-5.0,0.0,-29.0,-2.0,0.0
-13.0,-40.0,0.0,39.0,23.0,30.0,13.0,9.0,-27.0,3.0,0.0
-3.0,-37.0,-1.0,29.0,20.0,16.0,16.0,9.0,-16.0,7.0,0.0
5.0,-32.0,-3.0,10.0,8.0,-10.0,9.0,14.0,-16.0,26.0,1.0
1.0,-31.0,-11.0,-3.0,-15.0,-29.0,8.0,31.0,-3.0,34.0,1.0
