channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
15.0,-10.0,14.0,-8.0,-5.0,-29.0,-49.0,4.0,-27.0,-9.0,0.0
24.0,0.0,5.0,-5.0,-7.0,-26.0,-44.0,0.0,-17.0,-1.0,0.0
22.0,8.0,-42.0,-6.0,-2.0,-9.0,-36.0,3.0,16.0,2.0,0.0
16.0,25.0,-99.0,-1.0,5.0,6.0,-35.0,23.0,98.0,-10.0,0.0
-11.0,5.0,-78.0,2.0,6.0,10.0,-40.0,22.0,59.0,-14.0,0.0
4.0,8.0,-125.0,1.0,5.0,17.0,-31.0,5.0,27.0,8.0,0.0
6.0,-14.0,-46.0,-3.0,0.0,8.0,-34.0,-11.0,-46.0,18.0,0.0
-11.0,-24.0,52.0,2.0,-9.0,5.0,-25.0,-9.0,-56.0,18.0,0.0
-18.0,-41.0,53.0,-9.0,-6.0,3.0,-10.0,-10.0,-50.0,23.0,0.0
-28.0,-33.0,42.0,-17.0,-6.0,3.0,-9.0,-5.0,-46.0,4.0,0.0
-32.0,-26.0,44.0,-15.0,7.0,0.0,0.0,-11.0,-48.0,-1.0,0.0
-19.0,-20.0,51.0,6.0,3.0,-7.0,38.0,-9.0,-56.0,-6.0,0.0
-17.0,-17.0,38.0,22.0,-5.0,-4.0,25.0,-12.0,-47.0,-22.0,0.0
4.0,23.0,33.0,38.0,-2.0,39.0,0.0,13.0,-11.0,-12.0,0.0
15.0,5.0,52.0,33.0,-8.0,27.0,7.0,17.0,-32.0,1.0,0.0
4.0,-5.0,40.0,34.0,8.0,20.0,9.0,12.0,-38.0,-17.0,0.0
-22.0,-6.0,18.0,34.0,15.0,14.0,8.0,1.0,-38.0,-36.0,0.0
-50.0,-14.0,-2.0,35.0,13.0,26.0,19.0,-9.0,-30.0,-51.0,0.0
-65.0,-15.0,33.0,32.0,0.0,24.0,47.0,0.0,-27.0,-53.0,0.0
-57.0,-20.0,47.0,43.0,-2.0,15.0,74.0,0.0,-12.0,-58.0,0.0
-65.0,-11.0,56.0,45.0,12.0,4.0,82.0,1.0,4.0,-70.0,0.0
-51.0,-7.0,41.0,30.0,4.0,2.0,76.0,10.0,17.0,-61.0,0.0
-23.0,0.0,29.0,14.0,-2.0,7.0,45.0,3.0,27.0,-1.0,0.0
3.0,-2.0,12.0,-4.0,-19.0,-9.0,-6.0,4.0,41.0,43.0,0.0
32.0,-13.0,-25.0,-44.0,-26.0,-29.0,-39.0,8.0,34.0,61.0,0.0
44.0,-9.0,-65.0,-52.0,-28.0,-30.0,-40.0,1.0,23.0,56.0,0.0
40.0,-2.0,-7.0,-42.0,-28.0,-25.0,-31.0,11.0,23.0,42.0,0.0
55.0,41.0,2.0,-38.0,-13.0,-4.0,-26.0,36.0,103.0,59.0,0.0
74.0,99.0,17.0,-24.0,1.0,16.0,-11.0,69.0,202.0,64.0,0.0
51.0,68.0,44.0,-20.0,15.0,18.0,-2.0,53.0,119.0,44.0,0.0
14.0,21.0,42.0,-5.0,23.0,11.0,9.0,11.0,3.0,14.0,0.0
-3.0,12.0,39.0,-3.0,15.0,11.0,3.0,10.0,-22.0,-5.0,0.0
-11.0,10.0,29.0,-8.0,18.0,10.0,1.0,4.0,-32.0,-17.0,0.0
-14.0,5.0,27.0,5.0,11.0,16.0,-3.0,-8.0,-43.0,-20.0,0.0
-18.0,3.0,22.0,5.0,16.0,17.0,2.0,-15.0,-57.0,-34.0,0.0
-17.0,-5.0,-21.0,0.0,14.0,16.0,28.0,-14.0,-54.0,-52.0,0.0
-22.0,-10.0,3.0,-10.0,11.0,13.0,47.0,-3.0,-40.0,-55.0,0.0
-24.0,-21.0,25.0,-11.0,11.0,9.0,33.0,-18.0,-41.0,-39.0,0.0
-36.0,-31.0,25.0,-17.0,18.0,8.0,0.0,-20.0,-49.0,-39.0,0.0
-47.0,-29.0,4.0,-20.0,3.0,18.0,-29.0,-4.0,-27.0,-25.0,0.0
-38.0,-29.0,-4.0,-26.0,0.0,19.0,-25.0,-6.0,1.0,-10.0,0.0
-17.0,-15.0,-3.0,-30.0,1.0,13.0,-22.0,1.0,41.0,-17.0,0.0
-19.0,-19.0,-2.0,-31.0,16.0,6.0,-33.0,-6.0,42.0,-18.0,0.0
-2.0,-21.0,-43.0,-24.0,20.0,12.0,-25.0,-9.0,40.0,3.0,0.0
7.0,-15.0,-79.0,-25.0,20.0,5.0,-1.0,0.0,49.0,22.0,0.0
22.0,1.0,2.0,-13.0,21.0,3.0,11.0,14.0,74.0,37.0,0.0
43.0,12.0,-5.0,13.0,31.0,7.0,14.0,36.0,93.0,44.0,0.0
15.0,-17.0,-21.0,7.0,28.0,-6.0,3.0,17.0,27.0,22.0,0.0
34.0,27.0,8.0,13.0,27.0,-15.0,-6.0,32.0,91.0,21.0,0.0
38.0,32.0,38.0,9.0,24.0,-25.0,12.0,11.0,61.0,27.0,0.0
13.0,-24.0,19.0,-34.0,5.0,-45.0,33.0,-16.0,-19.0,27.0,0.0
-5.0,-34.0,-8.0,-58.0,0.0,-31.0,32.0,-19.0,-43.0,15.0,0.0
-16.0,-25.0,6.0,-44.0,4.0,-6.0,24.0,-14.0,-50.0,-1.0,0.0
-10.0,-16.0,12.0,-29.0,-1.0,1.0,23.0,-9.0,-43.0,3.0,0.0
-2.0,-30.0,21.0,-24.0,-17.0,12.0,18.0,-5.0,-33.0,11.0,0.0
2.0,-30.0,36.0,-14.0,-11.0,15.0,8.0,3.0,-28.0,2.0,0.0
6.0,-17.0,10.0,-12.0,-6.0,15.0,1.0,6.0,-15.0,10.0,0.0
0.0,-11.0,-32.0,-15.0,-3.0,5.0,-2.0,-3.0,-16.0,14.0,0.0
7.0,-20.0,-32.0,-8.0,-7.0,-7.0,0.0,-10.0,-26.0,10.0,0.0
-4.0,-33.0,-8.0,2.0,-9.0,-19.0,-10.0,-11.0,-28.0,-2.0,0.0
-15.0,-40.0,-1.0,11.0,-14.0,-13.0,-36.0,-13.0,-38.0,-10.0,0.0
-9.0,-42.0,-7.0,17.0,-10.0,-17.0,-31.0,-15.0,-44.0,-26.0,0.0
-15.0,-38.0,-4.0,10.0,0.0,-15.0,-25.0,-10.0,-51.0,-32.0,0.0
-23.0,-37.0,-6.0,13.0,7.0,-4.0,-37.0,-9.0,-49.0,-21.0,0.0
-8.0,-28.0,-8.0,14.0,8.0,-1.0,-42.0,-11.0,-36.0,-12.0,0.0
2.0,-25.0,-4.0,9.0,-3.0,1.0,-38.0,-13.0,-33.0,-11.0,0.0
2.0,-36.0,-11.0,15.0,-3.0,-3.0,-39.0,-11.0,-28.0,-6.0,0.0
0.0,-23.0,-18.0,7.0,0.0,-12.0,-33.0,-5.0,-20.0,-8.0,0.0
-18.0,-7.0,-16.0,6.0,1.0,-31.0,-30.0,21.0,18.0,-17.0,0.0
-24.0,-17.0,-12.0,20.0,0.0,-35.0,-30.0,13.0,6.0,-17.0,0.0
-24.0,-26.0,-8.0,24.0,4.0,-13.0,-22.0,9.0,-20.0,-23.0,0.0
-23.0,-25.0,3.0,21.0,0.0,12.0,-12.0,5.0,-11.0,-16.0,0.0
-6.0,-27.0,17.0,28.0,11.0,11.0,-2.0,12.0,-8.0,-4.0,0.0
-21.0,-14.0,24.0,28.0,13.0,14.0,-1.0,13.0,-28.0,-12.0,0.0
-28.0,-36.0,18.0,28.0,25.0,18.0,14.0,8.0,-39.0,-17.0,0.0
-7.0,-57.0,13.0,26.0,24.0,15.0,36.0,5.0,-41.0,0.0,0.0
19.0,-38.0,0.0,15.0,28.0,19.0,33.0,7.0,-41.0,30.0,0.0
12.0,-11.0,-60.0,14.0,29.0,20.0,35.0,11.0,-34.0,31.0,0.0
12.0,4.0,-9.0,8.0,16.0,18.0,10.0,17.0,15.0,27.0,0.0
61.0,63.0,45.0,14.0,14.0,22.0,-11.0,43.0,113.0,69.0,0.0
49.0,49.0,33.0,15.0,4.0,13.0,-19.0,30.0,60.0,60.0,0.0
15.0,21.0,26.0,-1.0,-4.0,6.0,-24.0,-5.0,0.0,32.0,0.0
12.0,6.0,7.0,-4.0,-13.0,4.0,-16.0,-14.0,-28.0,28.0,0.0
0.0,-13.0,-1.0,-2.0,-10.0,3.0,-4.0,-5.0,-25.0,24.0,0.0
-3.0,-11.0,-8.0,-12.0,-3.0,9.0,13.0,-5.0,-19.0,35.0,0.0
0.0,-15.0,-6.0,-4.0,-5.0,9.0,47.0,-6.0,3.0,29.0,0.0
0.0,-15.0,-1.0,-6.0,-19.0,11.0,79.0,-7.0,38.0,19.0,0.0
31.0,40.0,-12.0,-7.0,-30.0,11.0,72.0,19.0,131.0,22.0,0.0
37.0,63.0,-17.0,1.0,-22.0,0.0,39.0,9.0,164.0,29.0,0.0
10.0,23.0,-15.0,7.0,-22.0,-1.0,16.0,-18.0,110.0,8.0,0.0
46.0,53.0,9.0,15.0,-20.0,12.0,21.0,21.0,201.0,18.0,0.0
69.0,73.0,27.0,19.0,-11.0,11.0,49.0,41.0,233.0,35.0,0.0
76.0,76.0,35.0,19.0,-7.0,15.0,61.0,32.0,210.0,39.0,0.0
52.0,43.0,33.0,17.0,-10.0,13.0,57.0,32.0,124.0,18.0,0.0
23.0,19.0,11.0,18.0,2.0,11.0,52.0,11.0,36.0,-6.0,0.0
10.0,14.0,2.0,10.0,7.0,12.0,53.0,-3.0,-13.0,-17.0,0.0
4.0,20.0,7.0,16.0,19.0,17.0,54.0,-11.0,-65.0,-31.0,0.0
-15.0,21.0,-4.0,24.0,24.0,24.0,48.0,-6.0,-75.0,-41.0,0.0
-37.0,17.0,-10.0,30.0,29.0,18.0,52.0,-2.0,-77.0,-48.0,0.0
-39.0,26.0,-6.0,34.0,44.0,12.0,27.0,3.0,-74.0,-43.0,0.0
-35.0,32.0,8.0,36.0,39.0,8.0,9.0,-3.0,-72.0,-60.0,1.0
-37.0,18.0,5.0,28.0,31.0,0.0,10.0,-9.0,-62.0,-53.0,1.0
-35.0,4.0,-17.0,27.0,16.0,-2.0,14.0,-7.0,-52.0,-43.0,1.0
-39.0,0.0,-34.0,16.0,15.0,-6.0,17.0,8.0,-43.0,-33.0,1.0
-32.0,4.0,-15.0,9.0,9.0,-14.0,24.0,6.0,-34.0,-7.0,1.0
-47.0,-3.0,-20.0,6.0,-7.0,-19.0,17.0,-10.0,-29.0,-4.0,1.0
-73.0,-5.0,-24.0,-1.0,-17.0,-11.0,5.0,-12.0,-34.0,-18.0,1.0
-72.0,-18.0,-27.0,-10.0,-22.0,-2.0,12.0,-27.0,-31.0,-30.0,1.0
-24.0,-18.0,-57.0,-31.0,-32.0,-7.0,5.0,-37.0,-12.0,-10.0,1.0
