channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
8.0,20.0,1.0,-34.0,-8.0,-27.0,-30.0,-24.0,-9.0,-64.0,0.0
11.0,32.0,5.0,-29.0,-9.0,-29.0,-41.0,-32.0,-20.0,-90.0,0.0
-5.0,43.0,-5.0,-19.0,4.0,-24.0,-44.0,-39.0,-35.0,-120.0,0.0
-9.0,52.0,-29.0,-30.0,4.0,-19.0,-49.0,-45.0,-34.0,-142.0,0.0
-15.0,36.0,-57.0,-46.0,-7.0,-30.0,-54.0,-38.0,-29.0,-182.0,0.0
-14.0,2.0,-77.0,-53.0,0.0,-34.0,-39.0,-30.0,-30.0,-210.0,0.0
-8.0,-14.0,-62.0,-49.0,4.0,-17.0,-22.0,-20.0,-27.0,-153.0,0.0
7.0,-26.0,-32.0,-27.0,0.0,-10.0,-26.0,-20.0,-18.0,-50.0,0.0
4.0,-43.0,-21.0,-13.0,0.0,-6.0,-30.0,-23.0,-9.0,-55.0,0.0
-7.0,-34.0,7.0,0.0,0.0,-8.0,-26.0,-32.0,-20.0,-81.0,0.0
-13.0,-26.0,32.0,14.0,-9.0,-21.0,-32.0,-39.0,-38.0,16.0,0.0
3.0,-11.0,32.0,23.0,-12.0,-26.0,-32.0,-32.0,-19.0,218.0,0.0
62.0,16.0,10.0,12.0,3.0,3.0,3.0,19.0,49.0,370.0,0.0
99.0,22.0,-2.0,0.0,8.0,29.0,51.0,65.0,94.0,366.0,0.0
77.0,6.0,-6.0,-9.0,-4.0,28.0,63.0,68.0,81.0,258.0,0.0
50.0,-10.0,-41.0,-24.0,-11.0,41.0,66.0,67.0,62.0,162.0,0.0
48.0,3.0,-34.0,-15.0,-5.0,30.0,49.0,49.0,47.0,113.0,0.0
51.0,34.0,8.0,22.0,7.0,21.0,47.0,32.0,36.0,69.0,0.0
29.0,64.0,39.0,54.0,31.0,38.0,66.0,45.0,42.0,-10.0,0.0
0.0,82.0,56.0,84.0,49.0,48.0,75.0,62.0,39.0,-79.0,0.0
2.0,78.0,63.0,105.0,43.0,40.0,66.0,54.0,16.0,-80.0,0.0
27.0,81.0,53.0,94.0,31.0,11.0,48.0,22.0,-8.0,-64.0,0.0
41.0,54.0,29.0,81.0,17.0,3.0,19.0,-3.0,-22.0,-41.0,0.0
59.0,22.0,12.0,61.0,4.0,1.0,6.0,-13.0,-26.0,-24.0,0.0
60.0,30.0,-1.0,45.0,-4.0,-5.0,-7.0,-12.0,-28.0,9.0,0.0
52.0,69.0,14.0,44.0,0.0,5.0,-8.0,-22.0,-34.0,37.0,0.0
22.0,74.0,58.0,56.0,3.0,19.0,1.0,-42.0,-33.0,60.0,0.0
1.0,28.0,78.0,58.0,0.0,13.0,5.0,-25.0,-21.0,66.0,0.0
-24.0,-25.0,84.0,46.0,-16.0,-5.0,15.0,-6.0,-5.0,46.0,0.0
-59.0,-90.0,46.0,11.0,-27.0,-15.0,21.0,-4.0,-12.0,16.0,0.0
-87.0,-128.0,-13.0,-31.0,-44.0,-19.0,26.0,7.0,-4.0,-36.0,0.0
