channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,true_locs
36.0,3.0,-6.0,-17.0,-3.0,-15.0,-25.0,-9.0,3.0,67.0,0.0
11.0,-1.0,-11.0,-5.0,0.0,-6.0,-17.0,-38.0,-48.0,-13.0,0.0
-31.0,6.0,3.0,17.0,12.0,-6.0,-23.0,-54.0,-89.0,-89.0,0.0
-60.0,17.0,27.0,17.0,11.0,-12.0,-24.0,-59.0,-110.0,-132.0,0.0
-78.0,-5.0,9.0,11.0,15.0,-9.0,-13.0,-38.0,-86.0,-114.0,0.0
-84.0,-25.0,15.0,19.0,20.0,4.0,17.0,10.0,-18.0,-65.0,0.0
-77.0,-27.0,15.0,9.0,8.0,19.0,24.0,32.0,12.0,-36.0,0.0
-67.0,-26.0,14.0,5.0,7.0,13.0,13.0,13.0,-5.0,-46.0,0.0
-49.0,-15.0,19.0,2.0,12.0,3.0,1.0,9.0,-2.0,-35.0,0.0
-31.0,-10.0,16.0,1.0,10.0,6.0,5.0,20.0,24.0,-15.0,0.0
-20.0,-12.0,27.0,-9.0,6.0,10.0,6.0,9.0,19.0,2.0,0.0
-14.0,-12.0,17.0,-6.0,-1.0,8.0,-1.0,-10.0,-11.0,-5.0,0.0
-6.0,-17.0,10.0,-7.0,-2.0,-11.0,1.0,-7.0,0.0,13.0,0.0
0.0,-19.0,-3.0,-9.0,5.0,-24.0,5.0,-3.0,20.0,65.0,0.0
-9.0,-19.0,-4.0,-11.0,12.0,-24.0,11.0,-7.0,35.0,72.0,0.0
-5.0,-16.0,5.0,-18.0,1.0,-15.0,6.0,-4.0,52.0,72.0,0.0
2.0,-11.0,-12.0,-14.0,0.0,-13.0,8.0,-2.0,34.0,23.0,0.0
-13.0,-2.0,-22.0,2.0,5.0,-18.0,-5.0,-10.0,-10.0,-26.0,0.0
-17.0,0.0,-22.0,10.0,10.0,-21.0,-8.0,-5.0,-18.0,-38.0,0.0
-23.0,-3.0,-22.0,4.0,10.0,-13.0,3.0,4.0,11.0,-28.0,0.0
-27.0,-14.0,-21.0,-7.0,12.0,0.0,-1.0,6.0,24.0,-22.0,0.0
0.0,-17.0,6.0,-22.0,21.0,7.0,8.0,0.0,14.0,-21.0,0.0
18.0,-18.0,8.0,-17.0,26.0,1.0,20.0,3.0,8.0,-7.0,0.0
26.0,-4.0,-5.0,-10.0,36.0,-1.0,26.0,-6.0,2.0,10.0,0.0
13.0,2.0,-15.0,-7.0,26.0,-12.0,20.0,-24.0,-7.0,5.0,0.0
12.0,7.0,0.0,5.0,4.0,-4.0,9.0,-22.0,14.0,8.0,0.0
21.0,-2.0,13.0,9.0,1.0,-8.0,5.0,0.0,47.0,22.0,0.0
27.0,-2.0,17.0,14.0,9.0,-9.0,0.0,15.0,50.0,38.0,0.0
32.0,1.0,21.0,26.0,15.0,3.0,-3.0,12.0,106.0,109.0,0.0
42.0,3.0,8.0,29.0,15.0,4.0,2.0,23.0,175.0,200.0,0.0
49.0,8.0,23.0,28.0,17.0,-7.0,2.0,39.0,166.0,273.0,0.0
45.0,5.0,11.0,19.0,11.0,-13.0,-15.0,24.0,128.0,269.0,0.0
26.0,-7.0,13.0,12.0,-1.0,-19.0,-18.0,-15.0,52.0,78.0,0.0
15.0,-9.0,2.0,10.0,10.0,-15.0,-8.0,-21.0,3.0,-99.0,0.0
20.0,-4.0,3.0,25.0,10.0,-9.0,0.0,2.0,22.0,-81.0,0.0
42.0,0.0,14.0,23.0,17.0,-4.0,2.0,7.0,75.0,12.0,0.0
56.0,-2.0,0.0,20.0,28.0,-3.0,5.0,6.0,79.0,68.0,0.0
54.0,-15.0,9.0,18.0,33.0,-4.0,3.0,-8.0,22.0,70.0,0.0
28.0,-16.0,11.0,1.0,30.0,4.0,5.0,-27.0,-41.0,-4.0,0.0
3.0,-15.0,13.0,2.0,28.0,12.0,4.0,-40.0,-94.0,-147.0,0.0
-1.0,-20.0,27.0,1.0,27.0,12.0,5.0,-24.0,-87.0,-175.0,0.0
-19.0,-7.0,36.0,8.0,29.0,12.0,5.0,-6.0,-52.0,-116.0,0.0
-33.0,9.0,38.0,12.0,39.0,14.0,1.0,-23.0,-49.0,-59.0,0.0
-24.0,14.0,31.0,0.0,21.0,1.0,-5.0,-27.0,-50.0,-26.0,0.0
-14.0,21.0,14.0,-16.0,9.0,-4.0,-13.0,-24.0,-55.0,-11.0,0.0
0.0,13.0,3.0,-17.0,6.0,-17.0,-7.0,-9.0,-65.0,-34.0,0.0
3.0,0.0,-2.0,-5.0,15.0,-13.0,-4.0,1.0,-79.0,-49.0,0.0
5.0,1.0,10.0,2.0,16.0,2.0,-16.0,-10.0,-85.0,-29.0,0.0
-3.0,4.0,6.0,0.0,14.0,-2.0,-5.0,-23.0,-90.0,-29.0,0.0
-17.0,-4.0,7.0,-3.0,13.0,-11.0,6.0,-9.0,-67.0,-18.0,0.0
-27.0,-13.0,-4.0,0.0,7.0,-6.0,19.0,32.0,24.0,6.0,0.0
-29.0,-14.0,6.0,17.0,6.0,-12.0,24.0,49.0,96.0,30.0,0.0
-20.0,-3.0,17.0,23.0,7.0,-5.0,14.0,20.0,50.0,35.0,0.0
-24.0,-3.0,22.0,20.0,11.0,-9.0,5.0,3.0,9.0,36.0,0.0
-25.0,-7.0,13.0,26.0,10.0,-5.0,-1.0,11.0,-6.0,51.0,0.0
-7.0,-3.0,-3.0,29.0,8.0,-3.0,5.0,3.0,-18.0,53.0,0.0
1.0,-10.0,2.0,28.0,16.0,-6.0,9.0,-13.0,-26.0,39.0,0.0
12.0,-14.0,-1.0,29.0,19.0,-3.0,-3.0,-12.0,-29.0,29.0,0.0
9.0,-10.0,4.0,16.0,18.0,-4.0,0.0,-5.0,-24.0,9.0,0.0
1.0,-10.0,4.0,13.0,9.0,-1.0,4.0,-3.0,-17.0,-7.0,0.0
-7.0,-10.0,7.0,19.0,-5.0,-5.0,12.0,6.0,14.0,7.0,0.0
-3.0,-7.0,-10.0,15.0,-4.0,-6.0,16.0,9.0,47.0,45.0,0.0
4.0,3.0,1.0,10.0,0.0,-3.0,10.0,6.0,34.0,70.0,0.0
-1.0,2.0,1.0,14.0,8.0,-6.0,6.0,-1.0,13.0,69.0,0.0
2.0,-7.0,10.0,19.0,8.0,-6.0,8.0,2.0,1.0,78.0,0.0
21.0,-12.0,15.0,19.0,7.0,-5.0,10.0,16.0,0.0,95.0,0.0
